Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Frequency of \Completed + In Call\ compared to \Completed + Resolved\,Percentage of 'Completed + In Call' out of all 'Completed + Resolved',0.02,
Percentage of cases including \Completed + In Call\ before \Completed + Closed\,Percentage of 'Completed + In Call' out of all 'Completed + Closed',0.02,
Number of \Completed + In Call\ activities preceded by \Accepted + In Progress\,Number of 'Completed + In Call' activities for cases where activity 'Accepted + In Progress' occurs,2018,
Percentage of \Completed + In Call\ out of all \Completed\ activities,"ERROR: computing metric {'count': ""activity == 'Completed + In Call'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Completed%'""}",,
Frequency of \Completed + In Call\ in relation to total activities in the event log,Percentage of 'Completed + In Call' out of all cases where '' does not happen,0.27,
Percentage of \Completed + In Call\ followed by \Accepted + In Progress\,Percentage of 'Completed + In Call' out of all 'Accepted + In Progress',0.27,
Number of times \Completed + In Call\ is the final activity in a case,Number of 'Completed + In Call' activities for cases where activity 'Completed + In Call' occurs,2018,
Number of \Completed + In Call\ activities grouped by month,"ERROR: computing metric {'count': ""activity == 'Completed + In Call'"", 'aggregation': 'total', 'group_by': 'month'}",,
Frequency of \Completed + In Call\ in the most common process variant,Percentage of 'Completed + In Call' out of all cases where '' does not happen,0.27,
Percentage of \Completed + In Call\ in cases with a high impact,Percentage of 'Completed + In Call' out of all cases,,
Number of \Completed + In Call\ activities made per year,"ERROR: computing metric {'count': ""activity == 'Completed + In Call'"", 'aggregation': 'total', 'group_by': 'year'}",,
Frequency of \Completed + In Call\ followed by any \Accepted\ activity,"ERROR: computing metric {'count': ""activity == 'Completed + In Call'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Accepted%'""}",,
Percentage of \Completed + In Call\ in cases involving \PROD582\,Percentage of 'Completed + In Call' out of all cases,0.25,
Number of \Completed + In Call\ activities in cases exceeding 1000 euros,Number of 'Completed + In Call' activities,2018,
Percentage of \Completed + In Call\ activities that lead to a \Completed + Closed\ within the same day,Percentage of 'Completed + In Call' out of all 'Completed + Closed',0.02,
Average number of \Completed + In Call\ activities per case,the average of the number of times `ACTIVITY` == 'Completed + In Call' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Completed + In Call',1.0,
Frequency of \Completed + In Call\ in cases from France compared to Brazil,Percentage of 'Completed + In Call' out of all cases,,
Percentage of \Completed + In Call\ in cases with medium or high impact,Percentage of 'Completed + In Call' out of all cases,,
