Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.27;;A
Number of 'Declaration APPROVED by BUDGET OWNER' that are preceded by 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration APPROVED by BUDGET OWNER' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;2820;;B
Percentage of 'Declaration APPROVED by BUDGET OWNER' followed by 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.28;;B
Number of 'Declaration APPROVED by BUDGET OWNER' with amounts above 100 euros;Number of 'Declaration APPROVED by BUDGET OWNER' activities > 100 where ma is the last value of case:Amount;722;;B
Percentage of 'Declaration APPROVED by BUDGET OWNER' by 'org:resource';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all cases;STAFF MEMBER:0.02;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.2786020114}";B
Percentage of 'Declaration APPROVED by BUDGET OWNER' by 'org:resource';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all cases;SYSTEM:0.28;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.2786020114}";B
Number of 'Declaration APPROVED by BUDGET OWNER' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration APPROVED by BUDGET OWNER' that lead to 'Request Payment';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Request Payment';0.28;;B
Ratio of 'Declaration APPROVED by BUDGET OWNER' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Number of times 'Declaration APPROVED by BUDGET OWNER' is performed in relation to 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration APPROVED by BUDGET OWNER' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;2820;;B
Percentage of 'Declaration APPROVED by BUDGET OWNER' from all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.28;;A
Average number of 'Declaration APPROVED by BUDGET OWNER' that are followed by 'Payment Handled';the average of the number of times `ACTIVITY` == 'Declaration APPROVED by BUDGET OWNER' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Payment Handled';0.28;;B
Total 'Declaration APPROVED by BUDGET OWNER' performed by 'STAFF MEMBER';Number of 'Declaration APPROVED by BUDGET OWNER' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Fraction of 'Declaration APPROVED by BUDGET OWNER' that are dismissed in the process variants where 'Declaration REJECTED by PRE_APPROVER' occurs;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Occasions how often the 'Declaration APPROVED by BUDGET OWNER' is performed in the most frequent process variant;Frequency of activity 'Declaration APPROVED by BUDGET OWNER';2807;;A
The ratio of 'Declaration APPROVED by BUDGET OWNER' that lead to a payment being requested and paid within two months after the trip;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Request Payment';0.28;;B
