Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of \Request Payment\ activities directly followed by \Payment Handled\;Percentage of 'Request Payment' out of all 'Payment Handled';1.0;;B
Frequency of \Payment Handled\ activities per month;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ leading to \Payment Handled\ within the same case;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Payment Handled';1.0;;B
Number of \Payment Handled\ activities with amounts above 100 euros;Number of 'Payment Handled' activities > 100 where ma is the last value of case:Amount;2304;;B
Percentage of \Payment Handled\ by \SYSTEM\ resource;Percentage of 'Payment Handled' out of all cases;1.0;;B
Frequency of \Payment Handled\ activities grouped by \case:BudgetNumber\;Frequency of activity '{}' grouped by the last value of case:BudgetNumber;budget 86566:10044;"{""budget 86566"":10044}";A
Percentage of \Payment Handled\ activities in cases where \Declaration SUBMITTED by EMPLOYEE\ occurred;Percentage of 'Payment Handled' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;A
Number of \Payment Handled\ activities made per year;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of cases with \Declaration REJECTED by PRE_APPROVER\ that do not lead to \Payment Handled\;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases where 'Payment Handled' does not happen;0.01;;A
Average number of days from \Declaration SUBMITTED by EMPLOYEE\ to \Payment Handled\;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Payment Handled';1.0;;B
Percentage of \Payment Handled\ activities that follow \Declaration APPROVED by ADMINISTRATION\;Percentage of 'Payment Handled' out of all 'Declaration APPROVED by ADMINISTRATION';0.99;;B
Frequency of \Payment Handled\ in relation to total number of activities in the event log;Percentage of 'Payment Handled' out of all cases where '' does not happen;0.96;;B
Percentage of \Payment Handled\ activities that occur after \Declaration APPROVED by BUDGET OWNER\;Percentage of 'Payment Handled' out of all 'Declaration APPROVED by BUDGET OWNER';1.0;;B
Number of \Payment Handled\ activities that are preceded by \Request Payment\ without any rejections in between;Number of 'Payment Handled' activities for cases where activity 'Request Payment' occurs;10037;;B
Percentage of \Payment Handled\ in cases with \Declaration REJECTED by PRE_APPROVER\ compared to cases without this activity;Percentage of 'Payment Handled' out of all 'Declaration REJECTED by PRE_APPROVER';0.89;;B
Total \Payment Handled\ performed by \SYSTEM\ resource;Number of 'Payment Handled' activities == 'SYSTEM' where ma is the last value of org:resource;10043;;B
Ratio of \Payment Handled\ over \Request Payment\;Percentage of 'Payment Handled' out of all 'Request Payment';1.0;;B
Occasions how often \Payment Handled\ is performed after \Declaration FINAL_APPROVED by SUPERVISOR\;Frequency of activity 'Payment Handled' for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;10042;;B
The ratio of \Payment Handled\ activities that are not eventually performed (should be 0% as \Payment Handled\ indicates completion);the average of the function base == 0 where base is the number of times `ACTIVITY` == 'Payment Handled' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` != 'Payment Handled';0.04;;B
