Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SAVED by EMPLOYEE' to 'Declaration SUBMITTED by EMPLOYEE';The average of the duration between activity 'Declaration SAVED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';;;D
Total time spent on 'Declaration SAVED by EMPLOYEE' across all cases;The sum of the duration between activity Declaration SAVED by EMPLOYEE and the end of the case;20 days 02:06:53;;B
Average time between 'Declaration SAVED by EMPLOYEE' and 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration SAVED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Minimum time from 'Declaration SAVED by EMPLOYEE' to 'Declaration FINAL_APPROVED by SUPERVISOR';The minimum of the duration between activity 'Declaration SAVED by EMPLOYEE' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';;;D
Total resolution time of 'Declaration SAVED by EMPLOYEE' for cases where the next activity is 'Declaration SUBMITTED by EMPLOYEE';The sum of the duration between activity 'Declaration SAVED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';;;D
Average time it takes from 'Declaration SAVED by EMPLOYEE' to 'Request Payment';The average of the duration between activity 'Declaration SAVED by EMPLOYEE' and activity 'Request Payment';17 days 00:48:01;;A
Minimum time it takes for a 'Declaration SAVED by EMPLOYEE' to be followed by any approval activity;"ERROR: computing metric {'begin': ""activity == 'Declaration SAVED by EMPLOYEE'"", 'end': ""activity == 'Declaration APPROVED by ADMINISTRATION' or activity == 'Declaration APPROVED by BUDGET OWNER' or activity == 'Declaration APPROVED by PRE_APPROVER'"", 'aggregation': 'minimum'}";;;C
Total time from 'Declaration SAVED by EMPLOYEE' to 'Payment Handled' in cases where 'Declaration REJECTED by PRE_APPROVER' occurs;The sum of the duration between activity 'Declaration SAVED by EMPLOYEE' and activity 'Payment Handled';;;D
Average waiting time to the 'Declaration SAVED by EMPLOYEE' from the start of the case;The average of the duration between the start of the case and activity 'Declaration SAVED by EMPLOYEE';0 days 00:00:00;;B
Total time for 'Declaration SAVED by EMPLOYEE' in cases that involve 'Declaration REJECTED by PRE_APPROVER';The sum of the duration between activity 'Declaration SAVED by EMPLOYEE' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;;;D
Average time from 'Declaration SAVED by EMPLOYEE' to 'Declaration APPROVED by ADMINISTRATION';The average of the duration between activity 'Declaration SAVED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';;;D
Minimum resolution time of 'Declaration SAVED by EMPLOYEE' in cases ending with 'Payment Handled';The minimum of the duration between activity 'Declaration SAVED by EMPLOYEE' and activity 'Payment Handled';20 days 02:06:53;;B
Elapsed time between 'Declaration SAVED by EMPLOYEE' and the next activity in the process;The average of the duration between activity Declaration SAVED by EMPLOYEE and the end of the case;0 days 03:34:16.392593;;B
Time until 'Declaration SAVED by EMPLOYEE' from the case start for cases that do not involve 'Declaration REJECTED by PRE_APPROVER';The average of the duration between the start of the case and activity 'Declaration SAVED by EMPLOYEE';0 days 00:00:00;;B
Average time from 'Declaration SAVED by EMPLOYEE' to 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration SAVED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
