Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration REJECTED by MISSING';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by MISSING';16 days 23:23:36.954023;;A
Average time from 'Declaration REJECTED by MISSING' to 'Request Payment';The average of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Request Payment';13 days 04:21:13.719298;;A
Total time for cases to move from 'Declaration REJECTED by MISSING' to 'Payment Handled';The sum of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Payment Handled';954 days 21:07:31;;A
Average resolution time for cases involving 'Declaration REJECTED by MISSING';The average of the duration between activity Declaration REJECTED by MISSING and the end of the case;10 days 23:41:38.793103;;B
Minimum time from 'Declaration REJECTED by MISSING' to 'Declaration SUBMITTED by EMPLOYEE' for cases that are resubmitted;The minimum of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Declaration SUBMITTED by EMPLOYEE';0 days 00:03:03;;A
Average time between 'Declaration REJECTED by MISSING' and 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';9 days 14:42:31.413793;;A
Total resolution time of cases with 'Declaration REJECTED by MISSING' compared to cases without it;The average of the duration between activity 'Declaration REJECTED by MISSING' and the end of case where activity 'Declaration REJECTED by MISSING does not occur;955 days 21:23:15;;B
Average time it takes from 'Declaration REJECTED by MISSING' to the next activity in the process;The average of the duration between activity Declaration REJECTED by MISSING and the end of the case;10 days 23:41:38.793103;;B
Minimum time it takes for a case to be closed after 'Declaration REJECTED by MISSING';The minimum of the duration between activity Declaration REJECTED by MISSING and the end of the case;0 days 00:00:00;;A
Average time for a case to be reopened after 'Declaration REJECTED by MISSING';The average of the duration between activity Declaration REJECTED by MISSING and the end of the case;10 days 23:41:38.793103;;B
Total time for all activities to be completed after 'Declaration REJECTED by MISSING';The sum of the duration between activity Declaration REJECTED by MISSING and the end of the case;955 days 21:23:15;;A
Average time to reach 'Declaration REJECTED by MISSING' from the start of the case;The average of the duration between the start of the case and activity 'Declaration REJECTED by MISSING';16 days 23:23:36.954023;;A
Total time from 'Declaration REJECTED by MISSING' to 'Declaration APPROVED by ADMINISTRATION';The sum of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Declaration APPROVED by ADMINISTRATION';1 days 00:11:08;;A
Average time from 'Declaration REJECTED by MISSING' to 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Declaration REJECTED by PRE_APPROVER';7 days 03:43:27;;A
Minimum resolution time of cases with 'Declaration REJECTED by MISSING' compared to those with 'Declaration APPROVED by ADMINISTRATION';The minimum of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Declaration APPROVED by ADMINISTRATION';0 days 02:42:00;;B
