Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by EMPLOYEE';8 days 19:18:16.757426;;A
Average time from Declaration REJECTED by EMPLOYEE to Declaration SUBMITTED by EMPLOYEE for re-submission;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';6 days 06:36:13.441207;;A
Total time spent on cases with Declaration REJECTED by EMPLOYEE before re-submission;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';6030 days 10:11:17;;A
Average resolution time for cases involving Declaration REJECTED by EMPLOYEE;The average of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;12 days 05:21:10.356436;;B
Total resolution time for all cases with Declaration REJECTED by EMPLOYEE;The sum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;14814 days 07:41:12;;B
Minimum time from Declaration REJECTED by EMPLOYEE to Declaration APPROVED by ADMINISTRATION;The minimum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';0 days 00:00:43;;A
Average time between Declaration REJECTED by EMPLOYEE and Declaration FINAL_APPROVED by SUPERVISOR;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';8 days 08:03:33.317152;;A
Total time from Declaration REJECTED by EMPLOYEE to Request Payment;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Request Payment';10616 days 01:24:40;;A
Minimum time from Declaration REJECTED by EMPLOYEE to Declaration SUBMITTED by EMPLOYEE for re-submission;The minimum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';0 days 00:00:29;;A
Average time from Declaration REJECTED by EMPLOYEE to Declaration APPROVED by PRE_APPROVER;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';3 days 05:41:40.064935;;A
Total time from Declaration REJECTED by EMPLOYEE to Declaration APPROVED by PRE_APPROVER;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';249 days 06:28:25;;A
Average time from Declaration REJECTED by EMPLOYEE to Declaration REJECTED by ADMINISTRATION;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';12 days 08:32:47.453608;;A
Total time from Declaration REJECTED by EMPLOYEE to Declaration REJECTED by ADMINISTRATION;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';1198 days 13:00:43;;A
Average time from Declaration REJECTED by EMPLOYEE to Declaration APPROVED by BUDGET OWNER;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';7 days 19:11:39.723810;;A
Total time from Declaration REJECTED by EMPLOYEE to Declaration APPROVED by BUDGET OWNER;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';2456 days 22:13:33;;A
Average time from Declaration REJECTED by EMPLOYEE to Payment Handled;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Payment Handled';15 days 00:20:25.427646;;A
Total time from Declaration REJECTED by EMPLOYEE to Payment Handled;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Payment Handled';13903 days 03:12:26;;A
Minimum time from Declaration REJECTED by EMPLOYEE to Payment Handled;The minimum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Payment Handled';1 days 06:19:23;;A
Average time from Declaration REJECTED by EMPLOYEE to Declaration FOR_APPROVAL by SUPERVISOR;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by SUPERVISOR';;;D
Total time from Declaration REJECTED by EMPLOYEE to Declaration FOR_APPROVAL by SUPERVISOR;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by SUPERVISOR';;;D
