Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2 days 21:31:24.666667;;A
Average time from Declaration REJECTED by PRE_APPROVER to Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SUBMITTED by EMPLOYEE';10 days 05:53:58.342466;;A
Total time spent in activities between Declaration SUBMITTED by EMPLOYEE and Declaration REJECTED by PRE_APPROVER across all cases;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';234 days 15:24:18;;A
Average resolution time for cases involving Declaration REJECTED by PRE_APPROVER;"ERROR: computing metric {'begin': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'end': '', 'aggregation': 'average', 'filter': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR' or activity == 'Payment Handled'""}";;;C
Minimum time from Declaration REJECTED by PRE_APPROVER to Declaration APPROVED by PRE_APPROVER;The minimum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration APPROVED by PRE_APPROVER';0 days 00:06:17;;A
Average time from Declaration REJECTED by PRE_APPROVER to Declaration FINAL_APPROVED by SUPERVISOR;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';11 days 12:46:12.150685;;A
Total resolution time of cases with Declaration REJECTED by PRE_APPROVER before successful approval;"ERROR: computing metric {'begin': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'end': '', 'aggregation': 'total', 'filter': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR' or activity == 'Payment Handled'""}";;;C
Average waiting time before Declaration REJECTED by PRE_APPROVER after Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2 days 21:31:24.666667;;B
Total time for cases to be resolved after Declaration REJECTED by PRE_APPROVER;"ERROR: computing metric {'begin': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'end': '', 'aggregation': 'total', 'filter': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR' or activity == 'Payment Handled'""}";;;C
Minimum time from Declaration REJECTED by PRE_APPROVER to next activity in the process;The minimum of the duration between activity Declaration REJECTED by PRE_APPROVER and the end of the case;0 days 00:03:59;;B
Average time it takes from Declaration REJECTED by PRE_APPROVER to Declaration SUBMITTED by EMPLOYEE in cases of re-submission;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SUBMITTED by EMPLOYEE';10 days 05:53:58.342466;;A
Total time spent in Declaration REJECTED by PRE_APPROVER across all cases;The sum of the duration between activity Declaration REJECTED by PRE_APPROVER and the end of the case;1572 days 19:41:33;;B
Average time between Declaration REJECTED by PRE_APPROVER and Request Payment in successful cases;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Request Payment';17 days 08:00:59.625000;;A
Minimum resolution time of cases with Declaration REJECTED by PRE_APPROVER;"ERROR: computing metric {'begin': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'end': '', 'aggregation': 'minimum', 'filter': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR' or activity == 'Payment Handled'""}";;;C
Average time from Declaration REJECTED by PRE_APPROVER to Declaration APPROVED by ADMINISTRATION in cases where it follows;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration APPROVED by ADMINISTRATION';216 days 21:38:57.500000;;A
Total time from Declaration REJECTED by PRE_APPROVER to Payment Handled in successful cases;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Payment Handled';1524 days 22:12:21;;B
Average time from Declaration REJECTED by PRE_APPROVER to Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration REJECTED by EMPLOYEE';2 days 02:41:01.111111;;A
Minimum time it takes for a case to be re-submitted after Declaration REJECTED by PRE_APPROVER;The minimum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SUBMITTED by EMPLOYEE';0 days 00:06:14;;A
Average time from Declaration REJECTED by PRE_APPROVER to Declaration APPROVED by BUDGET OWNER in successful re-submissions;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration APPROVED by BUDGET OWNER';;;D
Total time from Declaration REJECTED by PRE_APPROVER to Declaration SAVED by EMPLOYEE in cases of draft saving before re-submission;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SAVED by EMPLOYEE';;;D
