Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by SUPERVISOR;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by SUPERVISOR';4 days 15:31:58.871886;;A
Average time between Declaration REJECTED by SUPERVISOR and Request Payment;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Request Payment';12 days 20:04:18.343137;;A
Average resolution time for cases involving Declaration REJECTED by SUPERVISOR;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and the end of case where activity 'Payment Handled occurs;16 days 15:35:11.624390;;B
Total time spent in activities before Declaration REJECTED by SUPERVISOR across all cases;The sum of the duration between the start of the case and activity 'Declaration REJECTED by SUPERVISOR';1305 days 20:46:43;;A
Total time spent in activities after Declaration REJECTED by SUPERVISOR until case closure;The sum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and the end of case where activity 'Payment Handled occurs;3413 days 03:14:43;;B
Minimum time from Declaration APPROVED by ADMINISTRATION to Declaration REJECTED by SUPERVISOR;The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by SUPERVISOR';0 days 00:02:51;;A
Average time from Declaration REJECTED by SUPERVISOR to Declaration SUBMITTED by EMPLOYEE in cases of re-submission;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration SUBMITTED by EMPLOYEE';8 days 16:53:40.004587;;A
Total resolution time of cases with Declaration REJECTED by SUPERVISOR;The sum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and the end of case where activity 'Payment Handled occurs;3413 days 03:14:43;;B
Average time from Declaration REJECTED by SUPERVISOR to Declaration FINAL_APPROVED by SUPERVISOR in cases where it is eventually approved;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';10 days 06:19:45.681373;;B
Minimum time from Declaration REJECTED by SUPERVISOR to any subsequent approval activity;"ERROR: computing metric {'begin': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'end': ""activity == 'Declaration APPROVED by ADMINISTRATION' or activity == 'Declaration APPROVED by BUDGET OWNER' or activity == 'Declaration APPROVED by PRE_APPROVER'"", 'aggregation': 'minimum'}";;;C
Average time for Declaration REJECTED by SUPERVISOR in cases that are eventually rejected by another role;"ERROR: computing metric {'begin': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'end': ""activity == 'Declaration REJECTED by ADMINISTRATION' or activity == 'Declaration REJECTED by PRE_APPROVER' or activity == 'Declaration REJECTED by BUDGET OWNER'"", 'aggregation': 'average'}";;;C
Total time for Declaration REJECTED by SUPERVISOR in cases leading to Request Payment;The sum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Request Payment';2618 days 14:38:22;;A
Average time from Declaration REJECTED by SUPERVISOR to Declaration REJECTED by PRE_APPROVER to identify process bottlenecks;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Total time from Declaration REJECTED by SUPERVISOR to the end of the process across all cases;The sum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and the end of case where activity 'Payment Handled occurs;3413 days 03:14:43;;B
Average time for Declaration REJECTED by SUPERVISOR in cases that exceed the budget limit;"ERROR: computing metric {'begin': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'end': '', 'aggregation': 'average', 'filter': 'case:Amount > budget_limit'}";;;D
Minimum resolution time of cases with Declaration REJECTED by SUPERVISOR followed by a re-submission;The minimum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration SUBMITTED by EMPLOYEE';0 days 00:11:38;;B
Average time from Declaration REJECTED by SUPERVISOR to Declaration APPROVED by ADMINISTRATION in cases of successful appeal;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration APPROVED by ADMINISTRATION';8 days 00:41:35.456140;;B
Total time from Declaration REJECTED by SUPERVISOR to Declaration SAVED by EMPLOYEE for cases that are saved for later revision;The sum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration SAVED by EMPLOYEE';;;D
Average time from Declaration REJECTED by SUPERVISOR to Declaration REJECTED by EMPLOYEE to understand employee disagreement rate;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration REJECTED by EMPLOYEE';5 days 06:45:06.858696;;B
Total time for Declaration REJECTED by SUPERVISOR in cases with multiple rejections;The sum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and the end of case where activity 'Declaration REJECTED by SUPERVISOR occurs;4186 days 08:24:43;;B
