Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration APPROVED by BUDGET OWNER';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';4 days 12:07:21.001069;;A
Average time between 'Declaration APPROVED by BUDGET OWNER' and 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3 days 00:14:23.186919;;A
Total time for 'Declaration APPROVED by BUDGET OWNER' in cases where the next activity is 'Declaration FINAL_APPROVED by SUPERVISOR';The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';8421 days 22:53:17;;A
Minimum time for 'Declaration APPROVED by BUDGET OWNER' across all cases;The minimum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;0 days 21:07:26;;A
Average time from 'Declaration APPROVED by BUDGET OWNER' to 'Request Payment';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Request Payment';6 days 03:39:22.355866;;A
Total resolution time of 'Declaration APPROVED by BUDGET OWNER' in cases ending with 'Payment Handled';The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Payment Handled';27003 days 13:34:38;;B
Average waiting time to 'Declaration APPROVED by BUDGET OWNER' after 'Declaration SUBMITTED by EMPLOYEE';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';4 days 12:07:21.001069;;B
Total time it takes 'Declaration APPROVED by BUDGET OWNER' after the execution of 'Declaration APPROVED by ADMINISTRATION';The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';6170 days 10:40:00;;A
Minimum time between 'Declaration APPROVED by BUDGET OWNER' and 'Declaration FINAL_APPROVED by SUPERVISOR';The minimum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';0 days 00:00:27;;A
Average time for 'Declaration APPROVED by BUDGET OWNER' in cases where 'Declaration REJECTED by PRE_APPROVER' occurred before approval;The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;;;D
Total time for 'Declaration APPROVED by BUDGET OWNER' in variants involving 'Declaration REJECTED by ADMINISTRATION' before approval;The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by ADMINISTRATION occurs;2661 days 23:43:43;;B
Minimum resolution time of 'Declaration APPROVED by BUDGET OWNER' in successful cases (ending with 'Payment Handled');The minimum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Payment Handled';1 days 01:16:27;;B
Average time from 'Declaration APPROVED by BUDGET OWNER' to 'Payment Handled' in cases without rejections;"ERROR: computing metric {'begin': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'end': ""activity == 'Payment Handled'"", 'aggregation': 'average', 'filter': ""activity != 'Declaration REJECTED by EMPLOYEE' AND activity != 'Declaration REJECTED by ADMINISTRATION' AND activity != 'Declaration REJECTED by PRE_APPROVER' AND activity != 'Declaration REJECTED by SUPERVISOR' AND activity != 'Declaration REJECTED by BUDGET OWNER'""}";;;C
Total time from 'Declaration APPROVED by BUDGET OWNER' to 'Payment Handled' in cases with prior 'Declaration REJECTED by EMPLOYEE';The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Payment Handled';3347 days 09:37:53;;A
Average time between 'Declaration APPROVED by BUDGET OWNER' and 'Declaration FINAL_APPROVED by SUPERVISOR' in cases with 'Declaration APPROVED by ADMINISTRATION' as a preceding activity;The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3 days 00:14:23.186919;;B
