Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by ADMINISTRATION;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';8 days 07:56:15.401891;;A
Average time from Declaration REJECTED by ADMINISTRATION to Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';3 days 13:50:56.539834;;A
Total time spent on cases with Declaration REJECTED by ADMINISTRATION;The sum of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;11718 days 12:26:59;;B
Average time between Declaration REJECTED by ADMINISTRATION and Declaration SUBMITTED by EMPLOYEE for cases re-submitted after rejection;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration SUBMITTED by EMPLOYEE';8 days 06:42:22.772727;;A
Total resolution time of cases with Declaration REJECTED by ADMINISTRATION;The sum of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;11718 days 12:26:59;;B
Minimum time from Declaration REJECTED by ADMINISTRATION to Declaration APPROVED by ADMINISTRATION in re-submitted cases;The minimum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';0 days 00:06:28;;A
Average time from Declaration REJECTED by ADMINISTRATION to Declaration FINAL_APPROVED by SUPERVISOR in re-submitted cases;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';10 days 12:52:47.882075;;A
Total time from Declaration REJECTED by ADMINISTRATION to Request Payment in successful re-submitted cases;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Request Payment';8623 days 19:40:37;;B
Minimum time from Declaration REJECTED by ADMINISTRATION to Declaration REJECTED by EMPLOYEE in cases with multiple rejections;The minimum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';0 days 00:01:12;;B
Average time from Declaration REJECTED by ADMINISTRATION to Declaration APPROVED by PRE_APPROVER in re-submitted cases;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration APPROVED by PRE_APPROVER';;;D
Total time from Declaration REJECTED by ADMINISTRATION to Payment Handled in successful re-submitted cases;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Payment Handled';10860 days 09:50:12;;B
Average time from Declaration REJECTED by ADMINISTRATION to Declaration APPROVED by BUDGET OWNER in re-submitted cases;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';10 days 02:04:48.521368;;B
Minimum time from Declaration REJECTED by ADMINISTRATION to Declaration SAVED by EMPLOYEE in cases where declaration is modified and saved before re-submission;The minimum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration SAVED by EMPLOYEE';;;D
Average time from Declaration REJECTED by ADMINISTRATION to Declaration FOR_APPROVAL by SUPERVISOR in re-submitted cases;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FOR_APPROVAL by SUPERVISOR';;;D
Total time from Declaration REJECTED by ADMINISTRATION to Declaration FOR_APPROVAL by ADMINISTRATION in re-submitted cases;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days 11:44:01;;B
