Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of \Declaration SUBMITTED by EMPLOYEE\ that lead to \Declaration FINAL_APPROVED by SUPERVISOR\;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;B
Number of \Declaration FINAL_APPROVED by SUPERVISOR\ occurrences;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities;10131;;A
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ out of all \Request Payment\ activities;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Request Payment';1.0;;A
Number of \Declaration FINAL_APPROVED by SUPERVISOR\ that are preceded by \Declaration APPROVED by ADMINISTRATION\;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7924;;B
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ that are not dismissed;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases where 'Declaration REJECTED by SUPERVISOR' does not happen;0.96;;B
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ from all \Declaration APPROVED by BUDGET OWNER\;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration APPROVED by BUDGET OWNER';1.0;;A
Number of \Declaration FINAL_APPROVED by SUPERVISOR\ with amounts above 100 euros;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;2337;;B
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ by \org:resource\;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;STAFF MEMBER:0.06;"{""STAFF MEMBER"":0.0612691466,""SYSTEM"":0.9999004282}";B
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ by \org:resource\;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;SYSTEM:1.0;"{""STAFF MEMBER"":0.0612691466,""SYSTEM"":0.9999004282}";B
Number of \Declaration FINAL_APPROVED by SUPERVISOR\ grouped by \case:BudgetNumber\;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of case:BudgetNumber;budget 86566:10131;"{""budget 86566"":10131}";A
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ by worker;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;STAFF MEMBER:0.06;"{""STAFF MEMBER"":0.0612691466,""SYSTEM"":0.9999004282}";B
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ by worker;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;SYSTEM:1.0;"{""STAFF MEMBER"":0.0612691466,""SYSTEM"":0.9999004282}";B
Percentage of \Declaration APPROVED by ADMINISTRATION\ followed by \Declaration FINAL_APPROVED by SUPERVISOR\;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.79;;B
