Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of \Declaration FOR_APPROVAL by ADMINISTRATION\ leading to \Declaration APPROVED by ADMINISTRATION\;Frequency of activity 'Declaration FOR_APPROVAL by ADMINISTRATION' for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;1;;B
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ followed by \Declaration REJECTED by PRE_APPROVER\;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Frequency of \Declaration FOR_APPROVAL by ADMINISTRATION\ in relation to total declarations submitted;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.0;;B
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ resulting in a \Payment Handled\;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Payment Handled';0.0;;B
Number of \Declaration FOR_APPROVAL by ADMINISTRATION\ per month;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by ADMINISTRATION'"", 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ that lead to \Declaration APPROVED by BUDGET OWNER\;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration APPROVED by BUDGET OWNER';0.0;;B
Frequency of \Declaration FOR_APPROVAL by ADMINISTRATION\ followed by \Declaration FINAL_APPROVED by SUPERVISOR\;Frequency of activity 'Declaration FOR_APPROVAL by ADMINISTRATION' for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;1;;B
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ that are not dismissed compared to those that lead to \Declaration REJECTED by PRE_APPROVER\;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases where 'Declaration REJECTED by PRE_APPROVER' does not happen;0.0;;B
Number of \Declaration FOR_APPROVAL by ADMINISTRATION\ with amounts above 100 euros;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities > 100 where ma is the last value of case:Amount;1;;B
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ by each \org:resource\;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;STAFF MEMBER:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ by each \org:resource\;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;SYSTEM:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Frequency of \Declaration FOR_APPROVAL by ADMINISTRATION\ leading to \Request Payment\;Frequency of activity 'Declaration FOR_APPROVAL by ADMINISTRATION' for cases where activity 'Request Payment' occurs;1;;B
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ in the most frequent process variant;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'most frequent process variant';;;D
Number of \Declaration FOR_APPROVAL by ADMINISTRATION\ made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by ADMINISTRATION'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ that are followed by \Declaration REJECTED by ADMINISTRATION\;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration REJECTED by ADMINISTRATION';0.0;;B
Frequency of \Declaration FOR_APPROVAL by ADMINISTRATION\ in cases where the budget owner and supervisor are the same person;Frequency of activity 'Declaration FOR_APPROVAL by ADMINISTRATION';;;D
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ in cases leading to \Declaration APPROVED by PRE_APPROVER\;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration APPROVED by PRE_APPROVER';0.0;;B
Number of \Declaration FOR_APPROVAL by ADMINISTRATION\ in relation to \Declaration SUBMITTED by EMPLOYEE\;Frequency of activity 'Declaration FOR_APPROVAL by ADMINISTRATION' for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;1;;B
Frequency of \Declaration FOR_APPROVAL by ADMINISTRATION\ in cases that require director approval;Frequency of activity 'Declaration FOR_APPROVAL by ADMINISTRATION';;;D
Percentage of \Declaration FOR_APPROVAL by ADMINISTRATION\ followed by any form of rejection;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by ADMINISTRATION'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration REJECTED by EMPLOYEE' or activity == 'Declaration REJECTED by ADMINISTRATION' or activity == 'Declaration REJECTED by SUPERVISOR' or activity == 'Declaration REJECTED by MISSING' or activity == 'Declaration REJECTED by PRE_APPROVER' or activity == 'Declaration REJECTED by BUDGET OWNER'""}";;;C
