Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration REJECTED by EMPLOYEE',The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by EMPLOYEE',"8 days, 19:18:16.757426",
Average time between 'Declaration REJECTED by EMPLOYEE' and 'Declaration SUBMITTED by EMPLOYEE' for re-submission,The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE',"6 days, 6:36:13.441207",
Total time spent in 'Declaration REJECTED by EMPLOYEE' status across all cases,The sum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case,"14814 days, 7:41:12",
Average resolution time for cases involving 'Declaration REJECTED by EMPLOYEE',The average of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case,"12 days, 5:21:10.356436",
Time difference between 'Declaration REJECTED by EMPLOYEE' and 'Declaration APPROVED by ADMINISTRATION' in cases where re-submission occurs,The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION',"6 days, 2:08:17.277108",
Total duration from 'Declaration REJECTED by EMPLOYEE' to 'Payment Handled' in successful cases,The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Payment Handled',"13903 days, 3:12:26",
Minimum time taken for a case to move from 'Declaration REJECTED by EMPLOYEE' to 'Declaration FINAL_APPROVED by SUPERVISOR',The minimum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration FINAL_APPROVED by SUPERVISOR',0:01:18,
Average time from 'Declaration REJECTED by EMPLOYEE' to the next activity in the process,The average of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case,"12 days, 5:21:10.356436",
Total time cases spend in 'Declaration REJECTED by EMPLOYEE' before being approved or finally rejected,The sum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case,"14814 days, 7:41:12",
"Average time for cases to be resolved after 'Declaration REJECTED by EMPLOYEE', comparing those that are eventually approved versus those permanently rejected",The average of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case,"12 days, 5:21:10.356436",
Time from 'Declaration REJECTED by EMPLOYEE' to 'Declaration SUBMITTED by EMPLOYEE' across different departments (2017 vs 2018 data),"ERROR: computing metric {'begin': ""activity == 'Declaration REJECTED by EMPLOYEE'"", 'end': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'aggregation': 'average', 'group_by': 'year'}",,
Total duration of all activities following 'Declaration REJECTED by EMPLOYEE' until case closure,The sum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case,"14814 days, 7:41:12",
"Minimum resolution time of cases involving 'Declaration REJECTED by EMPLOYEE', from initial submission to final payment or rejection",The minimum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case,0:00:00,
Average time it takes for 'Declaration REJECTED by EMPLOYEE' to be followed by 'Declaration APPROVED by ADMINISTRATION' in re-submitted cases,The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION',"6 days, 2:08:17.277108",
