Name;Metric;Value;Agrupation
Average time from SW-Reviewer Selection is due in 1 week to SW-Reviewer Selection is due in 3 days;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Selection is due in 3 days';5.24 days;
Average time between SW-Reviewer Selection is due in 1 week and SW-Reviewer Selection is now due;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Selection is now due';9.18 days;
Average time until SW-Reviewer Selection is due in 1 week is performed;The average of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;140.93 days;
Average time for SW-Reviewer Selection is due in 1 week;The average of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;140.93 days;
Average waiting time to the SW-Reviewer Selection is due in 1 week;The average of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;140.93 days;
Total time from SW-Reviewer Selection is due in 1 week to SW-AE Assign Reviewers;The sum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-AE Assign Reviewers';759.10 days;
Total time between SW-Reviewer Selection is due in 1 week and SW-Reviewer Selection is 3 days late;The sum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Selection is 3 days late';120.32 days;
Total time until SW-Reviewer Selection is due in 1 week is performed;The sum of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;5918.99 days;
Total time for SW-Reviewer Selection is due in 1 week;The sum of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;5918.99 days;
Minimum time between SW-Reviewer Selection is due in 1 week and SW-Reviewer Selection is due in 3 days;The minimum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Selection is due in 3 days';3.84 days;
Minimum time until SW-Reviewer Selection is due in 1 week is performed;The minimum of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;3.93 hours;
Minimum time for SW-Reviewer Selection is due in 1 week;The minimum of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;3.93 hours;
Percentage of time spent in SW-Reviewer Selection is due in 1 week;The average of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;140.93 days;
Time between the SW-Reviewer Selection is due in 1 week and the SW-Reviewer Selection is due in 3 days;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Selection is due in 3 days';5.24 days;
Time until SW-Reviewer Selection is due in 1 week;The average of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;140.93 days;
Time of SW-Reviewer Selection is due in 1 week;The average of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;140.93 days;
SW-Reviewer Selection is due in 1 week Cycle Time;The average of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;140.93 days;
Average time from Original Manuscript Submission Confirmation to SW-Reviewer Selection is due in 1 week;The average of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-Reviewer Selection is due in 1 week';8.26 days;
Average time between SW-Reviewer Selection is due in 1 week and SW-Reviewer Agreed;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Agreed';25.56 days;
Average time difference between SW-Reviewer Selection is due in 1 week and RW-Reviewer Selection is due in 1 week;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'RW-Reviewer Selection is due in 1 week';154.34 days;
Total time from SW-Awaiting AE Assignment to SW-Reviewer Selection is due in 1 week;The sum of the duration between activity 'SW-Awaiting AE Assignment' and activity 'SW-Reviewer Selection is due in 1 week';95.07 days;
Total time between SW-Reviewer Selection is due in 1 week and Reviewer Invitation Reminder 1;The sum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'Reviewer Invitation Reminder 1';1911.36 days;
Minimum time from SW-Checklist Completed to SW-Reviewer Selection is due in 1 week;The minimum of the duration between activity 'SW-Checklist Completed' and activity 'SW-Reviewer Selection is due in 1 week';2.41 days;
Time from SW-Initial Reviewer Selection to SW-Reviewer Selection is due in 1 week;The average of the duration between activity 'SW-Initial Reviewer Selection' and activity 'SW-Reviewer Selection is due in 1 week';2.90 days;
Time to SW-Reviewer Selection is due in 1 week since the SW-Awaiting AE Assignment;The average of the duration between activity 'SW-Awaiting AE Assignment' and activity 'SW-Reviewer Selection is due in 1 week';3.96 days;
Average time from SW-Reviewer Selection is due in 1 week to SW-Reviewer Selection is 1 week late;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Selection is 1 week late';15.36 days;
Average time between SW-Reviewer Selection is due in 1 week and SW-AE Assign Reviewers Challenge Paper;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-AE Assign Reviewers Challenge Paper';7.17 days;
Total time between SW-Reviewer Selection is due in 1 week and SW-Reviewer Unavailable;The sum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Unavailable';281.84 days;
Minimum time between SW-Reviewer Selection is due in 1 week and SW-Reviewer Declined;The minimum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Declined';43.22 minutes;
Time between SW-Reviewer Selection is due in 1 week and Assign a Different Editor;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'Assign a Different Editor';54.00 days;
Average time difference between SW-Reviewer Selection is due in 1 week and SW-Reviewer Selection is due in 3 days across variants;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Selection is due in 3 days';5.24 days;
Total time from SW-Reviewer Selection is due in 1 week to SW-Awaiting EIC Decision in the longest variant;The sum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Awaiting EIC Decision';2657.81 days;
Minimum time from SW-Reviewer Selection is due in 1 week to SW-EIC Major Revision;The minimum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-EIC Major Revision';64.25 days;
Time between SW-Reviewer Selection is due in 1 week and SW-AE Recommendation overdue;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-AE Recommendation overdue';78.17 days;
Average time from SW-Reviewer Selection is due in 1 week to Revised Manuscript Submission Confirmation;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'Revised Manuscript Submission Confirmation';158.04 days;
Total time between SW-Reviewer Selection is due in 1 week and RW-Initial Reviewer Selection;The sum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'RW-Initial Reviewer Selection';2055.01 days;
Minimum time from SW-Reviewer Selection is due in 1 week to RW-AE Assign Reviewers;The minimum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'RW-AE Assign Reviewers';75.78 days;
Time until SW-Reviewer Selection is due in 1 week in scientific paper review process;The average of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;140.93 days;
SW-Reviewer Selection is due in 1 week elapsed time in rigorous assessment procedures;The average of the duration between activity SW-Reviewer Selection is due in 1 week and the end of the case;140.93 days;
Average time from SW-Reviewer Selection is due in 1 week to SW-Reviewer Agreed in reviewer impact analysis;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Agreed';25.56 days;
Total time between SW-Reviewer Selection is due in 1 week and SW-Reviewer Agreed for process implications;The sum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Agreed';843.46 days;
Minimum time from SW-Reviewer Selection is due in 1 week to SW-Reviewer Agreed in quality assurance assessment;The minimum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Agreed';3.88 days;
Time between SW-Reviewer Selection is due in 1 week and SW-Reviewer Agreed for review process significance;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Agreed';25.56 days;
Average time difference between SW-Reviewer Selection is due in 1 week and SW-Reviewer Agreed across manuscript types;The average of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Agreed';25.56 days;
Total time from SW-Reviewer Selection is due in 1 week to SW-Reviewer Agreed in systematic evaluation procedures;The sum of the duration between activity 'SW-Reviewer Selection is due in 1 week' and activity 'SW-Reviewer Agreed';843.46 days;
