Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Average time from 'Completed + In Call' to 'Completed + Cancelled',The average of the duration between activity 'Completed + In Call' and activity 'Completed + Cancelled',0 days 07:02:52,
Total time from 'Accepted + In Progress' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + In Progress' and activity 'Completed + Cancelled',0 days 08:39:48,
Average time from 'Queued + Awaiting Assignment' to 'Completed + Cancelled',The average of the duration between activity 'Queued + Awaiting Assignment' and activity 'Completed + Cancelled',,
Total time from 'Accepted + Wait - User' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + Wait - User' and activity 'Completed + Cancelled',0 days 08:39:04,
Average time from 'Accepted + Assigned' to 'Completed + Cancelled',The average of the duration between activity 'Accepted + Assigned' and activity 'Completed + Cancelled',,
Total time from 'Accepted + Wait - Implementation' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + Wait - Implementation' and activity 'Completed + Cancelled',,
Average time from 'Accepted + Wait - Vendor' to 'Completed + Cancelled',The average of the duration between activity 'Accepted + Wait - Vendor' and activity 'Completed + Cancelled',,
Total time from 'Accepted + Wait - Customer' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + Wait - Customer' and activity 'Completed + Cancelled',,
Average time from 'Accepted + Wait' to 'Completed + Cancelled',The average of the duration between activity 'Accepted + Wait' and activity 'Completed + Cancelled',,
Total time from 'Unmatched + Unmatched' to 'Completed + Cancelled',The sum of the duration between activity 'Unmatched + Unmatched' and activity 'Completed + Cancelled',,
Average time until 'Completed + Cancelled' is performed,The average of the duration between activity '' and activity 'Completed + Cancelled',,
Total time until 'Completed + Cancelled' is performed,The sum of the duration between activity '' and activity 'Completed + Cancelled',,
Average time it takes 'Completed + Cancelled' to be done,The average of the duration between activity Completed + Cancelled and the end of the case,0 days 00:00:00,
Total time it takes 'Completed + Cancelled' to be done,The sum of the duration between activity Completed + Cancelled and the end of the case,0 days 00:00:00,
Minimum time until 'Completed + Cancelled' is performed,The minimum of the duration between activity '' and activity 'Completed + Cancelled',,
Total resolution time of 'Completed + Cancelled',The sum of the duration between activity '' and activity 'Completed + Cancelled',,
Minimum resolution time of 'Completed + Cancelled',The minimum of the duration between activity '' and activity 'Completed + Cancelled',,
Time until 'Completed + Cancelled',The sum of the duration between activity '' and activity 'Completed + Cancelled',,
'Completed + Cancelled' Cycle Time,The sum of the duration between activity '' and activity 'Completed + Cancelled',,
Elapsed time between 'Completed + In Call' and 'Completed + Cancelled',The sum of the duration between activity 'Completed + In Call' and activity 'Completed + Cancelled',0 days 07:02:52,
Time from 'Completed + In Call' to 'Completed + Cancelled',The sum of the duration between activity 'Completed + In Call' and activity 'Completed + Cancelled',0 days 07:02:52,
Time to 'Completed + Cancelled' since 'Completed + In Call',The sum of the duration between activity 'Completed + In Call' and activity 'Completed + Cancelled',0 days 07:02:52,
Time of 'Completed + Cancelled',The sum of the duration between activity Completed + Cancelled and the end of the case,0 days 00:00:00,
Time between 'Completed + In Call' and 'Completed + Cancelled',The sum of the duration between activity 'Completed + In Call' and activity 'Completed + Cancelled',0 days 07:02:52,
Time from 'Accepted + In Progress' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + In Progress' and activity 'Completed + Cancelled',0 days 08:39:48,
Time from 'Queued + Awaiting Assignment' to 'Completed + Cancelled',The sum of the duration between activity 'Queued + Awaiting Assignment' and activity 'Completed + Cancelled',,
Time from 'Accepted + Wait - User' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + Wait - User' and activity 'Completed + Cancelled',0 days 08:39:04,
Time from 'Accepted + Assigned' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + Assigned' and activity 'Completed + Cancelled',,
Time from 'Accepted + Wait - Implementation' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + Wait - Implementation' and activity 'Completed + Cancelled',,
Time from 'Accepted + Wait - Vendor' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + Wait - Vendor' and activity 'Completed + Cancelled',,
Time from 'Accepted + Wait - Customer' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + Wait - Customer' and activity 'Completed + Cancelled',,
Time from 'Accepted + Wait' to 'Completed + Cancelled',The sum of the duration between activity 'Accepted + Wait' and activity 'Completed + Cancelled',,
Time from 'Unmatched + Unmatched' to 'Completed + Cancelled',The sum of the duration between activity 'Unmatched + Unmatched' and activity 'Completed + Cancelled',,
