Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Percentage of \SW-Reviewer Agreed\ out of all \SW-AE Assign Reviewers\,Percentage of 'SW-Reviewer Agreed' out of all 'SW-AE Assign Reviewers',0.98,
Number of \SW-Reviewer Agreed\ occurrences in the event log,Number of 'SW-Reviewer Agreed' activities,110,
Percentage of \SW-Reviewer Agreed\ followed by \SW-Awaiting AE Recommendation\,Percentage of 'SW-Reviewer Agreed' out of all 'SW-Awaiting AE Recommendation',0.67,
Number of \SW-Reviewer Agreed\ that are preceded by \Reviewer Invitation Reminder 1\,Number of 'SW-Reviewer Agreed' activities for cases where activity 'Reviewer Invitation Reminder 1' occurs,106,
Percentage of \SW-Reviewer Agreed\ from all reviewer-related activities,Percentage of 'SW-Reviewer Agreed' out of all 'Reviewer Invitation Reminder 1',0.91,
Frequency of \SW-Reviewer Agreed\ in the most common process variant,Frequency of activity 'SW-Reviewer Agreed',46,
Percentage of manuscripts that have \SW-Reviewer Agreed\ before \SW-Awaiting EIC Decision\,Percentage of 'SW-Reviewer Agreed' out of all 'SW-Awaiting EIC Decision',0.76,
Number of \SW-Reviewer Agreed\ per case:concept:name,"ERROR: computing metric {'count': ""activity == 'SW-Reviewer Agreed'"", 'aggregation': 'total', 'group_by': 'case:concept:name'}",,
Frequency of \SW-Reviewer Agreed\ in relation to \SW-Reviewer Declined\,Percentage of 'SW-Reviewer Agreed' out of all 'SW-Reviewer Declined',1.0,
Percentage of \SW-Reviewer Agreed\ in manuscripts that underwent \SW-EIC Major Revision\,Percentage of 'SW-Reviewer Agreed' out of all 'SW-EIC Major Revision',0.93,
Number of \SW-Reviewer Agreed\ in manuscripts that were accepted (\RW-EIC Accept\),Number of 'SW-Reviewer Agreed' activities for cases where activity 'RW-EIC Accept' occurs,42,
Percentage of \SW-Reviewer Agreed\ in the first round of review versus subsequent rounds,Percentage of 'SW-Reviewer Agreed' out of all cases,0.49,
Frequency of \SW-Reviewer Agreed\ in manuscripts that exceeded the \Plagiarism Percent Match Threshold Exceeded\,Frequency of activity 'SW-Reviewer Agreed' for cases where activity 'Plagiarism Percent Match Threshold Exceeded' occurs,13,
Percentage of \SW-Reviewer Agreed\ in manuscripts that required \SW–Major Revision due in 1 month\,"ERROR: computing metric {'count': ""activity == 'SW-Reviewer Agreed'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'SW–Major Revision due in 1 month'""}",,
