Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration SUBMITTED by EMPLOYEE' followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Declaration APPROVED by ADMINISTRATION';1.0;;B
Number of 'Declaration SUBMITTED by EMPLOYEE' with amounts above 100 euros;Number of 'Declaration SUBMITTED by EMPLOYEE' activities > 100 where ma is the last value of case:Amount;2777;;B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' that lead to 'Request Payment';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Request Payment';1.0;;B
Number of 'Declaration SUBMITTED by EMPLOYEE' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration SUBMITTED by EMPLOYEE' followed by 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Declaration REJECTED by PRE_APPROVER';1.0;;B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';1.0;;A
Number of 'Declaration SUBMITTED by EMPLOYEE' that are preceded by 'Declaration REJECTED by EMPLOYEE';Number of 'Declaration SUBMITTED by EMPLOYEE' activities for cases where activity 'Declaration REJECTED by EMPLOYEE' occurs;2322;;B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' by STAFF MEMBER;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all cases;STAFF MEMBER:0.71;"{""STAFF MEMBER"":0.7067833698,""SYSTEM"":0.9999004282}";B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' by STAFF MEMBER;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all cases;SYSTEM:1.0;"{""STAFF MEMBER"":0.7067833698,""SYSTEM"":0.9999004282}";B
Number of 'Declaration SUBMITTED by EMPLOYEE' grouped by case:BudgetNumber;Number of 'Declaration SUBMITTED by EMPLOYEE' activities grouped by the last value of case:BudgetNumber;budget 86566:11531;"{""budget 86566"":11531}";A
Percentage of 'Declaration SUBMITTED by EMPLOYEE' by worker;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all cases;STAFF MEMBER:0.71;"{""STAFF MEMBER"":0.7067833698,""SYSTEM"":0.9999004282}";B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' by worker;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all cases;SYSTEM:1.0;"{""STAFF MEMBER"":0.7067833698,""SYSTEM"":0.9999004282}";B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' followed by 'Declaration APPROVED by BUDGET OWNER';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Declaration APPROVED by BUDGET OWNER';1.0;;B
Average number of 'Declaration SUBMITTED by EMPLOYEE' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration SUBMITTED by EMPLOYEE' done by SYSTEM;Number of 'Declaration SUBMITTED by EMPLOYEE' activities == 'SYSTEM' where ma is the last value of org:resource;11161;;B
Ratio of 'Declaration SUBMITTED by EMPLOYEE' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Declaration REJECTED by PRE_APPROVER';1.0;;B
Occasions how often the 'Declaration SUBMITTED by EMPLOYEE' is performed before 'Declaration APPROVED by ADMINISTRATION';Frequency of activity 'Declaration SUBMITTED by EMPLOYEE' for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7983;;B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' that lead to a payment being requested and paid;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Payment Handled';1.0;;B
Number of 'Declaration SUBMITTED by EMPLOYEE' in relation to 'Declaration REJECTED by PRE_APPROVER';Number of 'Declaration SUBMITTED by EMPLOYEE' activities for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;163;;B
