Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration REJECTED by SUPERVISOR out of all Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.03;;A
Number of Declaration REJECTED by SUPERVISOR that are followed by Declaration REJECTED by EMPLOYEE;Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration REJECTED by EMPLOYEE' occurs;289;;B
Percentage of Declaration REJECTED by SUPERVISOR from all Declaration APPROVED by ADMINISTRATION;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.03;;A
Number of Declaration REJECTED by SUPERVISOR with amounts above 100 euros;Number of 'Declaration REJECTED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;80;;B
Percentage of Declaration REJECTED by SUPERVISOR by STAFF MEMBER;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;STAFF MEMBER:0.17;"{""STAFF MEMBER"":0.1684901532,""SYSTEM"":0.0203126556}";B
Percentage of Declaration REJECTED by SUPERVISOR by STAFF MEMBER;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;SYSTEM:0.02;"{""STAFF MEMBER"":0.1684901532,""SYSTEM"":0.0203126556}";B
Number of Declaration REJECTED by SUPERVISOR grouped by case:BudgetNumber;Number of 'Declaration REJECTED by SUPERVISOR' activities grouped by the last value of case:BudgetNumber;budget 86566:293;"{""budget 86566"":293}";A
Percentage of Declaration REJECTED by SUPERVISOR by worker;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;STAFF MEMBER:0.17;"{""STAFF MEMBER"":0.1684901532,""SYSTEM"":0.0203126556}";B
Percentage of Declaration REJECTED by SUPERVISOR by worker;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;SYSTEM:0.02;"{""STAFF MEMBER"":0.1684901532,""SYSTEM"":0.0203126556}";B
Number of Declaration REJECTED by SUPERVISOR made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of Declaration REJECTED by SUPERVISOR that are rejected (self-referential  considering rejections after initial approval);Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration REJECTED by SUPERVISOR';1.0;;B
Number of Declaration REJECTED by SUPERVISOR in relation to Declaration FINAL_APPROVED by SUPERVISOR;Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;209;;B
Percentage of Declaration REJECTED by SUPERVISOR;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;0.03;;A
Number of times Declaration REJECTED by SUPERVISOR is performed;Number of 'Declaration REJECTED by SUPERVISOR' activities;293;;A
Average number of Declaration REJECTED by SUPERVISOR in a month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total Declaration REJECTED by SUPERVISOR done by STAFF MEMBER;Number of 'Declaration REJECTED by SUPERVISOR' activities grouped by the last value of org:resource;STAFF MEMBER:84;"{""STAFF MEMBER"":84,""SYSTEM"":209}";B
Total Declaration REJECTED by SUPERVISOR done by STAFF MEMBER;Number of 'Declaration REJECTED by SUPERVISOR' activities grouped by the last value of org:resource;SYSTEM:209;"{""STAFF MEMBER"":84,""SYSTEM"":209}";B
Fraction of Declaration REJECTED by SUPERVISOR that are dismissed (considering if any process allows for a rejection to be overturned);Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration REJECTED by SUPERVISOR';1.0;;B
Total Declaration REJECTED by SUPERVISOR performed by SYSTEM (considering automated rejections if applicable);Number of 'Declaration REJECTED by SUPERVISOR' activities == 'SYSTEM' where ma is the last value of org:resource;209;;B
Ratio of Declaration REJECTED by SUPERVISOR over Declaration APPROVED by PRE_APPROVER (considering the goal to reduce rejections by pre-approver);Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration APPROVED by PRE_APPROVER';0.02;;B
Occasions how often the Declaration REJECTED by SUPERVISOR is performed in relation to Declaration REJECTED by PRE_APPROVER;Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;0;;B
The ratio of Declaration REJECTED by SUPERVISOR that are not eventually performed (considering cases where a rejection leads to no further action);Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration REJECTED by SUPERVISOR';1.0;;B
