Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' that are preceded by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;1.0;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' with amounts above 100 euros;Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;0.0;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' by 'STAFF MEMBER';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all cases;;;D
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' that are followed by 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.0;;B
Average number of 'Declaration FOR_APPROVAL by SUPERVISOR' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by SUPERVISOR'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration FOR_APPROVAL by SUPERVISOR' done by 'SYSTEM';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities == 'SYSTEM' where ma is the last value of org:resource;0.0;;B
Ratio of 'Declaration FOR_APPROVAL by SUPERVISOR' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' followed by 'Request Payment';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Request Payment';0.0;;B
Number of times 'Declaration FOR_APPROVAL by SUPERVISOR' is performed before 'Payment Handled';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities for cases where activity 'Payment Handled' occurs;0.0;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' from all 'Declaration APPROVED by BUDGET OWNER';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration APPROVED by BUDGET OWNER';0.0;;A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' in relation to 'Declaration REJECTED by ADMINISTRATION';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities for cases where activity 'Declaration REJECTED by ADMINISTRATION' occurs;0.0;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' that lead to a 'Payment Handled' event;Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Payment Handled';0.0;;B
