Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration APPROVED by BUDGET OWNER out of all Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.27;;A
Number of Declaration APPROVED by BUDGET OWNER with amounts above 100 euros;Number of 'Declaration APPROVED by BUDGET OWNER' activities > 100 where ma is the last value of case:Amount;722;;B
Percentage of Declaration APPROVED by BUDGET OWNER followed by Declaration FINAL_APPROVED by SUPERVISOR;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.28;;B
Number of Declaration APPROVED by BUDGET OWNER that are preceded by Declaration APPROVED by ADMINISTRATION;Number of 'Declaration APPROVED by BUDGET OWNER' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;2820;;B
Percentage of Declaration APPROVED by BUDGET OWNER from all approvals (including ADMINISTRATION; PRE_APPROVER; and SUPERVISOR approvals);Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration APPROVED by ADMINISTRATION';B
Frequency of Declaration APPROVED by BUDGET OWNER in relation to Declaration REJECTED by PRE_APPROVER;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Percentage of Declaration APPROVED by BUDGET OWNER by STAFF MEMBER;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all cases;STAFF MEMBER:0.02;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.2786020114}";B
Percentage of Declaration APPROVED by BUDGET OWNER by STAFF MEMBER;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all cases;SYSTEM:0.28;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.2786020114}";B
Number of Declaration APPROVED by BUDGET OWNER made per year;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of Declaration APPROVED by BUDGET OWNER that lead to Request Payment;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Request Payment';0.28;;B
Total Declaration APPROVED by BUDGET OWNER performed by SYSTEM;Number of 'Declaration APPROVED by BUDGET OWNER' activities == 'SYSTEM' where ma is the last value of org:resource;2811;;B
Ratio of Declaration APPROVED by BUDGET OWNER over Declaration REJECTED by BUDGET OWNER;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration REJECTED by BUDGET OWNER';0.5;;A
Average number of Declaration APPROVED by BUDGET OWNER in a month;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Percentage of Declaration APPROVED by BUDGET OWNER with an increment in case:Amount compared to previous steps;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': 'case:Amount > [previous_step_amount]'}";;;C
Frequency of Declaration APPROVED by BUDGET OWNER in the most common process variant;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': 'activity == [most_common_process_variant]'}";;;C
Number of times Declaration APPROVED by BUDGET OWNER is performed before Request Payment;Number of 'Declaration APPROVED by BUDGET OWNER' activities for cases where activity 'Request Payment' occurs;2809;;B
Percentage of Declaration APPROVED by BUDGET OWNER in cases that were eventually paid (Payment Handled) without being rejected at any step;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Payment Handled';0.28;;B
Number of Declaration APPROVED by BUDGET OWNER grouped by case:BudgetNumber;Number of 'Declaration APPROVED by BUDGET OWNER' activities grouped by the last value of case:BudgetNumber;budget 86566:2820;"{""budget 86566"":2820}";A
Percentage of Declaration APPROVED by BUDGET OWNER by worker who also performed Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.27;;B
Ratio of Declaration APPROVED by BUDGET OWNER over Declaration FINAL_APPROVED by SUPERVISOR in terms of frequency;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.28;;B
Percentage of Declaration APPROVED by BUDGET OWNER that are not eventually performed due to being followed by any rejection activity;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration REJECTED by EMPLOYEE';0.27;;B
