Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by MISSING' compared to 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Percentage of 'Declaration REJECTED by MISSING' out of all rejections;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration REJECTED by %'""}";;;C
Frequency of 'Declaration REJECTED by MISSING' followed by 'Declaration SUBMITTED by EMPLOYEE';Frequency of activity 'Declaration REJECTED by MISSING' for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;87;;B
Percentage of 'Declaration REJECTED by MISSING' in relation to total declarations processed;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration %'""}";;;C
Number of 'Declaration REJECTED by MISSING' cases leading to a 'Request Payment';Number of 'Declaration REJECTED by MISSING' activities for cases where activity 'Request Payment' occurs;63;;B
Percentage of 'Declaration REJECTED by MISSING' by month to identify trends;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'month'}";;;C
Frequency of 'Declaration REJECTED by MISSING' before 'Payment Handled';Frequency of activity 'Declaration REJECTED by MISSING' for cases where activity 'Payment Handled' occurs;57;;B
Percentage of 'Declaration REJECTED by MISSING' that are not followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by MISSING' out of all cases where 'Declaration APPROVED by ADMINISTRATION' does not happen;0.01;;B
Number of 'Declaration REJECTED by MISSING' in variants where 'Declaration REJECTED by PRE_APPROVER' occurs;Number of 'Declaration REJECTED by MISSING' activities for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;4;;A
Percentage of 'Declaration REJECTED by MISSING' in the most frequent process variants;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration %'""}";;;C
Frequency of 'Declaration REJECTED by MISSING' in relation to 'Declaration REJECTED by PRE_APPROVER';Frequency of activity 'Declaration REJECTED by MISSING' for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;4;;A
Percentage of 'Declaration REJECTED by MISSING' followed by 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.01;;B
Number of 'Declaration REJECTED by MISSING' cases per year to observe changes over time;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by MISSING' that lead to a new submission within 30 days;Percentage of 'Declaration REJECTED by MISSING' out of all cases;0.01;;B
Frequency of 'Declaration REJECTED by MISSING' in relation to total number of steps in a case;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> 0', 'aggregation': 'total', 'filter': ""activity LIKE 'Declaration %'""}";;;C
Percentage of 'Declaration REJECTED by MISSING' cases with amounts above 100 euros;Percentage of 'Declaration REJECTED by MISSING' out of all cases;0.01;;B
Number of 'Declaration REJECTED by MISSING' grouped by 'org:resource' to identify patterns by staff member;Number of 'Declaration REJECTED by MISSING' activities grouped by the last value of org:resource;STAFF MEMBER:31;"{""STAFF MEMBER"":31,""SYSTEM"":60}";A
Number of 'Declaration REJECTED by MISSING' grouped by 'org:resource' to identify patterns by staff member;Number of 'Declaration REJECTED by MISSING' activities grouped by the last value of org:resource;SYSTEM:60;"{""STAFF MEMBER"":31,""SYSTEM"":60}";A
Percentage of 'Declaration REJECTED by MISSING' that result in an appeal;Percentage of 'Declaration REJECTED by MISSING' out of all 'Appeal';;;D
Frequency of 'Declaration REJECTED by MISSING' in cases that exceed the average processing time;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> average', 'aggregation': 'total', 'filter': 'time:timestamp > average processing time'}";;;C
