Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Frequency of 'SW-Initial Reviewer Selection' followed by 'SW-Reviewer Agreed',Frequency of activity 'SW-Initial Reviewer Selection' for cases where activity 'SW-Reviewer Agreed' occurs,45,
Percentage of manuscripts that undergo 'SW-Initial Reviewer Selection' before 'SW-AE Assign Reviewers',Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-AE Assign Reviewers',0.98,
Percentage of 'SW-Initial Reviewer Selection' that lead to 'SW-Reviewer Declined',Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Declined',0.97,
Frequency of 'SW-Initial Reviewer Selection' in relation to total activities in the event log,Percentage of 'SW-Initial Reviewer Selection' out of all cases,0.65,
Percentage of 'SW-Initial Reviewer Selection' followed by 'Reviewer Invitation Reminder 1',Percentage of 'SW-Initial Reviewer Selection' out of all 'Reviewer Invitation Reminder 1',0.89,
Number of 'SW-Initial Reviewer Selection' that precede 'SW-Reviewer Selection is due in 1 week',Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'SW-Reviewer Selection is due in 1 week' occurs,44,
Percentage of 'SW-Initial Reviewer Selection' activities out of all reviewer-related activities,"ERROR: computing metric {'count': ""activity == 'SW-Initial Reviewer Selection'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity.contains('Reviewer')""}",,
Frequency of 'SW-Initial Reviewer Selection' leading to a 'SW-EIC Major Revision' decision,Frequency of activity 'SW-Initial Reviewer Selection' for cases where activity 'SW-EIC Major Revision' occurs,14,
Percentage of 'SW-Initial Reviewer Selection' followed by 'SW-Reviewer Unavailable',Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Unavailable',0.96,
Number of 'SW-Initial Reviewer Selection' activities that are followed by 'SW-Awaiting EIC Decision',Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'SW-Awaiting EIC Decision' occurs,63,
Percentage of 'SW-Initial Reviewer Selection' within each variant path,"ERROR: computing metric {'count': ""activity == 'SW-Initial Reviewer Selection'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'variant'}",,
Frequency of 'SW-Initial Reviewer Selection' as the first reviewer-related activity in the manuscript review process,"ERROR: computing metric {'count': ""activity == 'SW-Initial Reviewer Selection'"", 'metric_condition': '> 0', 'aggregation': 'total', 'filter': ""activity.contains('Reviewer')""}",,
Percentage of 'SW-Initial Reviewer Selection' that result in 'SW-Reviewer Agreed' within three reminders,Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Agreed',0.98,
Number of 'SW-Initial Reviewer Selection' activities that lead to a manuscript acceptance ('RW-EIC Accept'),Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'RW-EIC Accept' occurs,19,
