Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Average time from 'Original Manuscript Submission Confirmation' to 'Manuscript Export Succeeded',The average of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'Manuscript Export Succeeded',74 days 15:52:58.430233,
Average time from 'Manuscript Export Succeeded' to 'Plagiarism Originality Report Completed',The average of the duration between activity 'Manuscript Export Succeeded' and activity 'Plagiarism Originality Report Completed',1 days 12:03:25.602410,
Total time for 'Manuscript Export Succeeded' in the manuscript review process,The sum of the duration between activity Manuscript Export Succeeded and the end of the case,9239 days 10:10:57,
Average time between 'Manuscript Export Succeeded' and 'SW-Checklist Completed',The average of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Checklist Completed',4 days 11:28:45.975309,
Average waiting time to 'Manuscript Export Succeeded' after 'SW-Awaiting Checklist Completion',The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'Manuscript Export Succeeded',75 days 11:51:46.623529,
Total resolution time of 'Manuscript Export Succeeded' for all manuscripts,The sum of the duration between activity Manuscript Export Succeeded and the end of the case,9239 days 10:10:57,
Minimum time from 'Manuscript Export Succeeded' to 'SW-AE Assign Reviewers',The minimum of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-AE Assign Reviewers',2 days 10:27:45,
Average time it takes 'Manuscript Export Succeeded' after 'Co-Author Account Created During Manuscript Submission',The average of the duration between activity 'Co-Author Account Created During Manuscript Submission' and activity 'Manuscript Export Succeeded',102 days 11:18:29.640000,
Total time between 'Manuscript Export Succeeded' and 'SW-Awaiting EIC Decision',The sum of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Awaiting EIC Decision',3857 days 17:59:36,
Minimum time for 'Manuscript Export Succeeded' across all manuscripts,The minimum of the duration between activity Manuscript Export Succeeded and the end of the case,0 days 03:14:28,
Average time from 'Manuscript Export Succeeded' to 'SW-Reviewer Agreed' to understand the impact on the review process,The average of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Reviewer Agreed',29 days 06:13:33.976744,
Total time from 'Manuscript Export Succeeded' to 'SW-EIC Reject & Resubmit' for manuscripts requiring major revisions,"ERROR: computing metric {'begin': ""activity == 'Manuscript Export Succeeded'"", 'end': ""activity == 'SW-EIC Reject & Resubmit'"", 'aggregation': 'total'}",,
Average time from 'Manuscript Export Succeeded' to 'Revised Manuscript Submission Confirmation' for manuscripts undergoing revision,The average of the duration between activity 'Manuscript Export Succeeded' and activity 'Revised Manuscript Submission Confirmation',174 days 04:27:25.450000,
Manuscript Export Succeeded Cycle Time in the context of the scientific paper review process,The sum of the duration between activity Manuscript Export Succeeded and the end of the case,9239 days 10:10:57,
Average time from 'Manuscript Export Succeeded' to 'First Look Manuscript Submission Confirmation' for manuscripts in the first look stage,The average of the duration between activity 'Manuscript Export Succeeded' and activity 'First Look Manuscript Submission Confirmation',178 days 09:23:22.120000,
