Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Request Payment' followed by 'Payment Handled';Percentage of 'Request Payment' out of all 'Payment Handled';1.0;;B
Number of 'Payment Handled';Number of 'Payment Handled' activities;10044;;A
Percentage of 'Payment Handled' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Payment Handled';1.0;;B
Number of 'Payment Handled' that are preceded by 'Request Payment';Number of 'Payment Handled' activities for cases where activity 'Request Payment' occurs;10037;;B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' leading to 'Payment Handled';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Payment Handled';1.0;;B
Percentage of 'Payment Handled' from all 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Payment Handled';0.79;;B
Number of 'Payment Handled' with amounts above 100 euros;Number of 'Payment Handled' activities > 100 where ma is the last value of case:Amount;2304;;B
Percentage of 'Payment Handled' by 'SYSTEM';Percentage of 'Payment Handled' out of all cases;1.0;;B
Number of 'Payment Handled' grouped by 'case:BudgetNumber';Number of 'Payment Handled' activities grouped by the last value of case:BudgetNumber;budget 86566:10044;"{""budget 86566"":10044}";A
Percentage of 'Payment Handled' by worker;Percentage of 'Payment Handled' out of all cases;STAFF MEMBER:0.0;"{""STAFF MEMBER"":0.0021881838,""SYSTEM"":1.0}";B
Percentage of 'Payment Handled' by worker;Percentage of 'Payment Handled' out of all cases;SYSTEM:1.0;"{""STAFF MEMBER"":0.0021881838,""SYSTEM"":1.0}";B
Number of 'Payment Handled' made per year;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by PRE_APPROVER' that do not lead to 'Payment Handled';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases where 'Payment Handled' does not happen;0.01;;A
Percentage of 'Declaration REJECTED by PRE_APPROVER' cases eventually leading to 'Payment Handled';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Payment Handled';0.01;;B
Percentage of 'Payment Handled' with an increment in 'case:Amount';"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': 'case:Amount > previous_case:Amount'}";;;C
Total 'Payment Handled' done by 'SYSTEM';Number of 'Payment Handled' activities == 'SYSTEM' where ma is the last value of org:resource;10043;;B
Average number of 'Payment Handled' in a month;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
