Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE';0.0;;A
Number of 'Declaration SAVED by EMPLOYEE' that are followed by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration SAVED by EMPLOYEE' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;0;;B
Percentage of 'Declaration SAVED by EMPLOYEE' from all activities in the event log;Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases;0.01;;A
Number of 'Declaration SAVED by EMPLOYEE' grouped by 'org:resource';Number of 'Declaration SAVED by EMPLOYEE' activities grouped by the last value of org:resource;STAFF MEMBER:134;"{""STAFF MEMBER"":134,""SYSTEM"":1}";A
Number of 'Declaration SAVED by EMPLOYEE' grouped by 'org:resource';Number of 'Declaration SAVED by EMPLOYEE' activities grouped by the last value of org:resource;SYSTEM:1;"{""STAFF MEMBER"":134,""SYSTEM"":1}";A
Percentage of 'Declaration SAVED by EMPLOYEE' by 'org:role';Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases;ADMINISTRATION:0.0;"{""ADMINISTRATION"":0.0,""EMPLOYEE"":0.3205741627,""MISSING"":0.0,""SUPERVISOR"":0.0,""UNDEFINED"":0.0000995718}";B
Percentage of 'Declaration SAVED by EMPLOYEE' by 'org:role';Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases;EMPLOYEE:0.32;"{""ADMINISTRATION"":0.0,""EMPLOYEE"":0.3205741627,""MISSING"":0.0,""SUPERVISOR"":0.0,""UNDEFINED"":0.0000995718}";B
Percentage of 'Declaration SAVED by EMPLOYEE' by 'org:role';Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases;MISSING:0.0;"{""ADMINISTRATION"":0.0,""EMPLOYEE"":0.3205741627,""MISSING"":0.0,""SUPERVISOR"":0.0,""UNDEFINED"":0.0000995718}";B
Percentage of 'Declaration SAVED by EMPLOYEE' by 'org:role';Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases;SUPERVISOR:0.0;"{""ADMINISTRATION"":0.0,""EMPLOYEE"":0.3205741627,""MISSING"":0.0,""SUPERVISOR"":0.0,""UNDEFINED"":0.0000995718}";B
Percentage of 'Declaration SAVED by EMPLOYEE' by 'org:role';Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases;UNDEFINED:0.0;"{""ADMINISTRATION"":0.0,""EMPLOYEE"":0.3205741627,""MISSING"":0.0,""SUPERVISOR"":0.0,""UNDEFINED"":0.0000995718}";B
Number of 'Declaration SAVED by EMPLOYEE' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration SAVED by EMPLOYEE'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration SAVED by EMPLOYEE' that are not dismissed;Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases where 'Declaration REJECTED by EMPLOYEE' does not happen;0.01;;B
