Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' that lead to 'Declaration REJECTED by PRE_APPROVER';Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;0;;B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.0;;A
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' that are preceded by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;1;;B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' that result in a payment ('Payment Handled');Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Payment Handled';0.0;;A
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' from all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.0;;A
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' with amounts above 100 euros;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities > 100 where ma is the last value of case:Amount;1;;B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' by 'org:resource';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;STAFF MEMBER:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' by 'org:resource';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;SYSTEM:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' grouped by 'case:BudgetNumber';Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities grouped by the last value of case:BudgetNumber;budget 86566:1;"{""budget 86566"":1}";A
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' by worker ('org:resource');Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;STAFF MEMBER:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' by worker ('org:resource');Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;SYSTEM:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' followed by 'Request Payment';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Request Payment';0.0;;B
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by ADMINISTRATION'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' that are followed by 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' in relation to 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;1;;B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;0.0;;A
