Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by SUPERVISOR' compared to 'Declaration APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration APPROVED by SUPERVISOR';;;D
Percentage of 'Declaration REJECTED by SUPERVISOR' out of all rejection activities;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases where 'Declaration APPROVED by SUPERVISOR' does not happen;0.03;;B
Number of 'Declaration REJECTED by SUPERVISOR' that are preceded by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;293;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' followed by 'Declaration REJECTED by EMPLOYEE';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration REJECTED by EMPLOYEE';0.23;;A
Frequency of 'Declaration REJECTED by SUPERVISOR' in cases with amounts above 100 euros;Number of 'Declaration REJECTED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;80;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' by each 'org:resource';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;STAFF MEMBER:0.17;"{""STAFF MEMBER"":0.1684901532,""SYSTEM"":0.0203126556}";B
Percentage of 'Declaration REJECTED by SUPERVISOR' by each 'org:resource';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;SYSTEM:0.02;"{""STAFF MEMBER"":0.1684901532,""SYSTEM"":0.0203126556}";B
Number of 'Declaration REJECTED by SUPERVISOR' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by SUPERVISOR' that lead to a new submission by the same employee;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.03;;B
Frequency of 'Declaration REJECTED by SUPERVISOR' in relation to total number of declarations processed;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases where '' does not happen;0.03;;B
Number of 'Declaration REJECTED by SUPERVISOR' in cases that were eventually approved after re-submission;Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;209;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' in the first submission compared to subsequent submissions;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.03;;B
Frequency of 'Declaration REJECTED by SUPERVISOR' in relation to 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' in cases with a budget number different from the initial submission;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;0.03;;B
Number of 'Declaration REJECTED by SUPERVISOR' grouped by 'case:BudgetNumber';Number of 'Declaration REJECTED by SUPERVISOR' activities grouped by the last value of case:BudgetNumber;budget 86566:293;"{""budget 86566"":293}";A
Percentage of 'Declaration REJECTED by SUPERVISOR' in cases that required director approval;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;;;D
