Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' that are preceded by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;1;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.0;;A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' with amounts above 100 euros;Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;0;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' by 'STAFF MEMBER';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all cases;;;D
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;ADMINISTRATION:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;EMPLOYEE:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;MISSING:1;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;SUPERVISOR:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;UNDEFINED:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' by worker;Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all cases;STAFF MEMBER:0.0;"{""STAFF MEMBER"":0.0021881838,""SYSTEM"":0.0}";B
