Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by PRE_APPROVER' compared to 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all rejection activities;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration REJECTED by %'""}";;;C
Number of 'Declaration REJECTED by PRE_APPROVER' followed by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;86;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' that lead to a 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Frequency of 'Declaration REJECTED by PRE_APPROVER' in relation to total declarations submitted;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration SUBMITTED by %'""}";;;C
Percentage of cases with 'Declaration REJECTED by PRE_APPROVER' that result in a 'Payment Handled';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Payment Handled';0.01;;B
Number of 'Declaration REJECTED by PRE_APPROVER' per month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of 'Declaration REJECTED by PRE_APPROVER' by 'org:resource';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;STAFF MEMBER:0.02;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.0071691726}";B
Percentage of 'Declaration REJECTED by PRE_APPROVER' by 'org:resource';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;SYSTEM:0.01;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.0071691726}";B
Frequency of 'Declaration REJECTED by PRE_APPROVER' before 'Declaration APPROVED by PRE_APPROVER';Frequency of activity 'Declaration REJECTED by PRE_APPROVER' for cases where activity 'Declaration APPROVED by PRE_APPROVER' occurs;67;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' followed by 'Declaration REJECTED by EMPLOYEE';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration REJECTED by EMPLOYEE';0.07;;B
Number of 'Declaration REJECTED by PRE_APPROVER' with amounts above 100 euros;Number of 'Declaration REJECTED by PRE_APPROVER' activities > 100 where ma is the last value of case:Amount;22;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in the most frequent process variant;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'most frequent process variant';;;D
Frequency of 'Declaration REJECTED by PRE_APPROVER' in cases that exceed the average processing time;Frequency of activity 'Declaration REJECTED by PRE_APPROVER';81;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in cases with budget number changes;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;0.01;;B
Number of 'Declaration REJECTED by PRE_APPROVER' in relation to 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;2;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in cases that involve director approval;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;;;D
Frequency of 'Declaration REJECTED by PRE_APPROVER' in cases that were submitted for travel expense claims;Frequency of activity 'Declaration REJECTED by PRE_APPROVER' for cases where activity 'travel expense claims' occurs;;;D
Percentage of 'Declaration REJECTED by PRE_APPROVER' in cases that were eventually paid;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Payment Handled';0.01;;B
Number of 'Declaration REJECTED by PRE_APPROVER' followed by a new submission within two months;Number of 'Declaration REJECTED by PRE_APPROVER' activities;86;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in cases with pre-paid travel costs;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""case:Amount > 0 AND activity == 'pre-paid travel costs'""}";;;C
