Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration APPROVED by PRE_APPROVER' followed by 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.07;;B
Number of 'Declaration APPROVED by PRE_APPROVER' that are preceded by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration APPROVED by PRE_APPROVER' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;685;;B
Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.06;;A
Number of 'Declaration APPROVED by PRE_APPROVER' with amounts above 100 euros;Number of 'Declaration APPROVED by PRE_APPROVER' activities > 100 where ma is the last value of case:Amount;139;;B
Percentage of 'Declaration APPROVED by PRE_APPROVER' by 'STAFF MEMBER';Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases;;;D
Number of 'Declaration APPROVED by PRE_APPROVER' grouped by 'org:role';Number of 'Declaration APPROVED by PRE_APPROVER' activities grouped by the last value of org:role;ADMINISTRATION:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":3,""MISSING"":3,""SUPERVISOR"":0,""UNDEFINED"":679}";A
Number of 'Declaration APPROVED by PRE_APPROVER' grouped by 'org:role';Number of 'Declaration APPROVED by PRE_APPROVER' activities grouped by the last value of org:role;EMPLOYEE:3;"{""ADMINISTRATION"":0,""EMPLOYEE"":3,""MISSING"":3,""SUPERVISOR"":0,""UNDEFINED"":679}";A
Number of 'Declaration APPROVED by PRE_APPROVER' grouped by 'org:role';Number of 'Declaration APPROVED by PRE_APPROVER' activities grouped by the last value of org:role;MISSING:3;"{""ADMINISTRATION"":0,""EMPLOYEE"":3,""MISSING"":3,""SUPERVISOR"":0,""UNDEFINED"":679}";A
Number of 'Declaration APPROVED by PRE_APPROVER' grouped by 'org:role';Number of 'Declaration APPROVED by PRE_APPROVER' activities grouped by the last value of org:role;SUPERVISOR:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":3,""MISSING"":3,""SUPERVISOR"":0,""UNDEFINED"":679}";A
Number of 'Declaration APPROVED by PRE_APPROVER' grouped by 'org:role';Number of 'Declaration APPROVED by PRE_APPROVER' activities grouped by the last value of org:role;UNDEFINED:679;"{""ADMINISTRATION"":0,""EMPLOYEE"":3,""MISSING"":3,""SUPERVISOR"":0,""UNDEFINED"":679}";A
Percentage of 'Declaration APPROVED by PRE_APPROVER' by worker;Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases;STAFF MEMBER:0.01;"{""STAFF MEMBER"":0.0131291028,""SYSTEM"":0.0657174151}";B
Percentage of 'Declaration APPROVED by PRE_APPROVER' by worker;Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases;SYSTEM:0.07;"{""STAFF MEMBER"":0.0131291028,""SYSTEM"":0.0657174151}";B
Number of 'Declaration APPROVED by PRE_APPROVER' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by PRE_APPROVER'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration APPROVED by PRE_APPROVER' that lead to 'Request Payment';Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Request Payment';0.07;;B
Frequency of 'Declaration APPROVED by PRE_APPROVER' in the most common process variant;Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases;0.06;;B
Ratio of 'Declaration APPROVED by PRE_APPROVER' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Declaration REJECTED by PRE_APPROVER';0.83;;B
Average number of 'Declaration APPROVED by PRE_APPROVER' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by PRE_APPROVER'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration APPROVED by PRE_APPROVER' done by 'STAFF MEMBER';Number of 'Declaration APPROVED by PRE_APPROVER' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Fraction of 'Declaration APPROVED by PRE_APPROVER' that are followed by 'Payment Handled';Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Payment Handled';0.07;;B
Occasions how often 'Declaration APPROVED by PRE_APPROVER' is performed in relation to total declarations;Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases;0.06;;B
