Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by PRE_APPROVER' compared to 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all rejection activities;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration REJECTED by %'""}";;;C
Number of 'Declaration REJECTED by PRE_APPROVER' followed by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;86;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' that lead to a 'Request Payment';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Request Payment';0.01;;B
Frequency of 'Declaration REJECTED by PRE_APPROVER' in relation to total activities in the event log;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;0.01;;B
Percentage of cases with 'Declaration REJECTED by PRE_APPROVER' that are eventually approved by any role;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration APPROVED by %'""}";;;C
Number of 'Declaration REJECTED by PRE_APPROVER' per month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of 'Declaration REJECTED by PRE_APPROVER' by 'org:resource';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;STAFF MEMBER:0.02;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.0071691726}";B
Percentage of 'Declaration REJECTED by PRE_APPROVER' by 'org:resource';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;SYSTEM:0.01;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.0071691726}";B
Frequency of 'Declaration REJECTED by PRE_APPROVER' in the most common process variant;Frequency of activity 'Declaration REJECTED by PRE_APPROVER';81;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in cases with amounts above 100 euros;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;0.01;;B
Number of 'Declaration REJECTED by PRE_APPROVER' followed by 'Declaration APPROVED by PRE_APPROVER';Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Declaration APPROVED by PRE_APPROVER' occurs;72;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in cases that are not eventually performed;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;0.01;;B
Frequency of 'Declaration REJECTED by PRE_APPROVER' in relation to 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in relation to all declarations submitted by employees;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Number of times 'Declaration REJECTED by PRE_APPROVER' is performed per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by PRE_APPROVER' that are followed by 'Declaration REJECTED by EMPLOYEE';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration REJECTED by EMPLOYEE';0.07;;B
Frequency of 'Declaration REJECTED by PRE_APPROVER' compared to 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.01;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in the context of domestic declarations versus pre-paid travel costs;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;0.01;;B
