Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by SUPERVISOR' compared to 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.03;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.03;;A
Number of 'Declaration REJECTED by SUPERVISOR' that are preceded by 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;223.0;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' followed by 'Declaration REJECTED by EMPLOYEE';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration REJECTED by EMPLOYEE';0.23;;B
Frequency of 'Declaration REJECTED by SUPERVISOR' in cases with amounts above 100 euros;Frequency of activity 'Declaration REJECTED by SUPERVISOR';79.0;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' by 'STAFF MEMBER';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;;;D
Number of 'Declaration REJECTED by SUPERVISOR' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by SUPERVISOR' that lead to a 'Request Payment';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Request Payment';0.02;;B
Frequency of 'Declaration REJECTED by SUPERVISOR' in the most common process variant;Frequency of activity 'Declaration REJECTED by SUPERVISOR';281.0;;B
Percentage reduction of 'Declaration REJECTED by SUPERVISOR' as a goal for process improvement;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'metric_condition': '< previous_period_percentage', 'aggregation': 'percentage'}";;;C
Number of 'Declaration REJECTED by SUPERVISOR' in relation to 'Declaration FINAL_APPROVED by SUPERVISOR';Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;209.0;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' out of all rejections;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration REJECTED by %'""}";;;C
Frequency of 'Declaration REJECTED by SUPERVISOR' in cases that were eventually paid;Frequency of activity 'Declaration REJECTED by SUPERVISOR' for cases where activity 'Payment Handled' occurs;205.0;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' in cases without prior 'Declaration SAVED by EMPLOYEE';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases where 'Declaration SAVED by EMPLOYEE' does not happen;0.03;;B
Number of 'Declaration REJECTED by SUPERVISOR' followed by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;293.0;;B
