Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration SUBMITTED by EMPLOYEE' that lead to 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;B
Frequency of 'Declaration FINAL_APPROVED by SUPERVISOR' per month;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all final approval activities;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';1.0;;B
Number of 'Declaration FINAL_APPROVED by SUPERVISOR' that are preceded by 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7924;;B
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' followed by 'Request Payment';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Request Payment';1.0;;A
Number of 'Declaration FINAL_APPROVED by SUPERVISOR' with amounts above 100 euros;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;2337;;B
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' by SUPERVISOR;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;0.0;;B
Number of 'Declaration FINAL_APPROVED by SUPERVISOR' grouped by case:BudgetNumber;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of case:BudgetNumber;budget 86566:10131;"{""budget 86566"":10131}";A
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' by year;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'year'}";;;C
Frequency of 'Declaration REJECTED by PRE_APPROVER' before 'Declaration FINAL_APPROVED by SUPERVISOR';Frequency of activity 'Declaration REJECTED by PRE_APPROVER' for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;73;;B
Percentage reduction of 'Declaration REJECTED by PRE_APPROVER' in paths leading to 'Declaration FINAL_APPROVED by SUPERVISOR';the average of the function base < 0 where base is the number of times `ACTIVITY` == 'Declaration REJECTED by PRE_APPROVER' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Declaration FINAL_APPROVED by SUPERVISOR';0.0;;B
Average number of days from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration FINAL_APPROVED by SUPERVISOR';"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'average', 'filter': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'group_by': 'time:timestamp'}";;;C
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' in relation to all approval and rejection activities;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';1.0;;B
Number of 'Declaration FINAL_APPROVED by SUPERVISOR' in relation to 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7924;;B
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' that lead to successful payment ('Payment Handled');Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Payment Handled';1.0;;B
Frequency of 'Declaration FINAL_APPROVED by SUPERVISOR' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' done after 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.99;;A
Total 'Declaration FINAL_APPROVED by SUPERVISOR' done by SUPERVISOR;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities == 'SUPERVISOR' where ma is the last value of org:role;0;;B
Ratio of 'Declaration FINAL_APPROVED by SUPERVISOR' over 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;B
Occasions how often 'Declaration FINAL_APPROVED by SUPERVISOR' is performed in relation to total number of declarations;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';1.0;;B
