Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by ADMINISTRATION' compared to 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.08;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all rejections;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration REJECTED by %'""}";;;C
Number of 'Declaration REJECTED by ADMINISTRATION' that are followed by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration REJECTED by ADMINISTRATION' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;952;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' from all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.06;;A
Frequency of 'Declaration REJECTED by ADMINISTRATION' in relation to total declarations processed;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration %'""}";;;C
Percentage of 'Declaration REJECTED by ADMINISTRATION' followed by 'Request Payment';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Request Payment';0.06;;B
Number of 'Declaration REJECTED by ADMINISTRATION' with amounts above 100 euros;Number of 'Declaration REJECTED by ADMINISTRATION' activities > 100 where ma is the last value of case:Amount;327;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' by 'STAFF MEMBER';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases;;;D
Number of 'Declaration REJECTED by ADMINISTRATION' grouped by 'case:BudgetNumber';Number of 'Declaration REJECTED by ADMINISTRATION' activities grouped by the last value of case:BudgetNumber;budget 86566:952;"{""budget 86566"":952}";A
Percentage of 'Declaration REJECTED by ADMINISTRATION' by worker role;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases;ADMINISTRATION:1.0;"{""ADMINISTRATION"":1.0,""EMPLOYEE"":0.4880382775,""MISSING"":0.0,""SUPERVISOR"":0.25,""UNDEFINED"":0.0633276909}";B
Percentage of 'Declaration REJECTED by ADMINISTRATION' by worker role;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases;EMPLOYEE:0.49;"{""ADMINISTRATION"":1.0,""EMPLOYEE"":0.4880382775,""MISSING"":0.0,""SUPERVISOR"":0.25,""UNDEFINED"":0.0633276909}";B
Percentage of 'Declaration REJECTED by ADMINISTRATION' by worker role;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases;MISSING:0.0;"{""ADMINISTRATION"":1.0,""EMPLOYEE"":0.4880382775,""MISSING"":0.0,""SUPERVISOR"":0.25,""UNDEFINED"":0.0633276909}";B
Percentage of 'Declaration REJECTED by ADMINISTRATION' by worker role;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases;SUPERVISOR:0.25;"{""ADMINISTRATION"":1.0,""EMPLOYEE"":0.4880382775,""MISSING"":0.0,""SUPERVISOR"":0.25,""UNDEFINED"":0.0633276909}";B
Percentage of 'Declaration REJECTED by ADMINISTRATION' by worker role;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases;UNDEFINED:0.06;"{""ADMINISTRATION"":1.0,""EMPLOYEE"":0.4880382775,""MISSING"":0.0,""SUPERVISOR"":0.25,""UNDEFINED"":0.0633276909}";B
Percentage of 'Declaration REJECTED by ADMINISTRATION' followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.08;;B
Number of 'Declaration REJECTED by ADMINISTRATION' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by ADMINISTRATION' that are not dismissed;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity != 'Declaration DISMISSED by %'""}";;;C
Number of 'Declaration REJECTED by ADMINISTRATION' in relation to 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration REJECTED by ADMINISTRATION' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;736;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' in the event log;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Declaration %'""}";;;C
Number of times 'Declaration REJECTED by ADMINISTRATION' is performed;Number of 'Declaration REJECTED by ADMINISTRATION' activities;952;;A
Percentage of 'Declaration REJECTED by ADMINISTRATION' done after 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.08;;B
Average number of 'Declaration REJECTED by ADMINISTRATION' per month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Percentage of 'Declaration REJECTED by ADMINISTRATION' with an increment in case amount;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': 'case:Amount > previous_case:Amount'}";;;C
Percentage of 'Declaration REJECTED by ADMINISTRATION' with appeal;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Appeal SUBMITTED by EMPLOYEE';;;D
Average number of 'Declaration REJECTED by ADMINISTRATION' that are followed by 'Declaration SUBMITTED by EMPLOYEE';the average of the number of times `ACTIVITY` == 'Declaration REJECTED by ADMINISTRATION' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Declaration SUBMITTED by EMPLOYEE';0.09;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' with penalty;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Penalty APPLIED by ADMINISTRATION';;;D
Total 'Declaration REJECTED by ADMINISTRATION' done by 'STAFF MEMBER';Number of 'Declaration REJECTED by ADMINISTRATION' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Fraction of 'Declaration REJECTED by ADMINISTRATION' that are dismissed;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration DISMISSED by %'""}";;;C
Total 'Declaration REJECTED by ADMINISTRATION' performed by 'ADMINISTRATION';Number of 'Declaration REJECTED by ADMINISTRATION' activities == 'ADMINISTRATION' where ma is the last value of org:resource;;;D
Ratio of 'Declaration REJECTED by ADMINISTRATION' over 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.08;;B
Occasions how often the 'Declaration REJECTED by ADMINISTRATION' is performed in comparison to 'Declaration APPROVED by PRE_APPROVER';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration APPROVED by PRE_APPROVER';0.0;;B
The ratio of 'Declaration REJECTED by ADMINISTRATION' that are not eventually performed compared to those that lead to 'Request Payment';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Request Payment';0.06;;B
