Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by MISSING' compared to 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Percentage of 'Declaration REJECTED by MISSING' out of all 'Payment Handled';Percentage of 'Declaration REJECTED by MISSING' out of all 'Payment Handled';0.01;;A
Frequency of 'Declaration REJECTED by MISSING' followed by 'Request Payment';Frequency of activity 'Declaration REJECTED by MISSING' for cases where activity 'Request Payment' occurs;60;;B
Percentage of 'Declaration REJECTED by MISSING' from all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.01;;A
Number of 'Declaration REJECTED by MISSING' with amounts above 100 euros;Number of 'Declaration REJECTED by MISSING' activities > 100 where ma is the last value of case:Amount;34;;B
Percentage of 'Declaration REJECTED by MISSING' by 'STAFF MEMBER';Percentage of 'Declaration REJECTED by MISSING' out of all cases;;;D
Number of 'Declaration REJECTED by MISSING' grouped by 'case:BudgetNumber';Number of 'Declaration REJECTED by MISSING' activities grouped by the last value of case:BudgetNumber;budget 86566:91;"{""budget 86566"":91}";A
Percentage of 'Declaration REJECTED by MISSING' by worker;Percentage of 'Declaration REJECTED by MISSING' out of all cases;0.01;;B
Percentage of 'Declaration REJECTED by MISSING' followed by 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Number of 'Declaration REJECTED by MISSING' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by MISSING' that are rejected;Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration REJECTED by MISSING';1.0;;B
Number of 'Declaration REJECTED by MISSING' in relation to 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration REJECTED by MISSING' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;3;;B
Percentage of 'Declaration REJECTED by MISSING';Percentage of 'Declaration REJECTED by MISSING' out of all cases where '' does not happen;0.01;;B
Number of times 'Declaration REJECTED by MISSING' is performed;Number of 'Declaration REJECTED by MISSING' activities;91;;A
Percentage of 'Declaration REJECTED by MISSING' done after 'Declaration APPROVED by PRE_APPROVER';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration APPROVED by PRE_APPROVER';0.02;;B
Average number of 'Declaration REJECTED by MISSING';the average of the number of times `ACTIVITY` == 'Declaration REJECTED by MISSING';0.01;;A
Percentage of 'Declaration REJECTED by MISSING' with an increment;Percentage of 'Declaration REJECTED by MISSING' out of all cases;0.01;;B
Percentage of 'Declaration REJECTED by MISSING' with appeal;Percentage of 'Declaration REJECTED by MISSING' out of all 'Appeal';;;D
Average number of 'Declaration REJECTED by MISSING' that are followed by 'Declaration SUBMITTED by EMPLOYEE';the average of the number of times `ACTIVITY` == 'Declaration REJECTED by MISSING' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Percentage of 'Declaration REJECTED by MISSING' with penalty;Percentage of 'Declaration REJECTED by MISSING' out of all 'Penalty';;;D
Average number of 'Declaration REJECTED by MISSING' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration REJECTED by MISSING' done by 'SYSTEM';Number of 'Declaration REJECTED by MISSING' activities == 'SYSTEM' where ma is the last value of org:resource;60;;A
Fraction of 'Declaration REJECTED by MISSING' that are dismissed;Percentage of 'Declaration REJECTED by MISSING' out of all 'Dismissed';;;D
Total 'Declaration REJECTED by MISSING' performed by 'SYSTEM';Number of 'Declaration REJECTED by MISSING' activities == 'SYSTEM' where ma is the last value of org:resource;60;;B
Ratio of 'Declaration REJECTED by MISSING' over 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Occasions how often the 'Declaration REJECTED by MISSING' is performed;Frequency of activity 'Declaration REJECTED by MISSING';87;;A
The ratio of 'Declaration REJECTED by MISSING' that are not eventually performed;Percentage of 'Declaration REJECTED by MISSING' out of all cases where 'Declaration REJECTED by MISSING' does not happen;0.01;;B
