Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration SUBMITTED by EMPLOYEE' that lead to 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Declaration APPROVED by ADMINISTRATION';1.0;;B
Frequency of 'Declaration SUBMITTED by EMPLOYEE' followed by 'Declaration REJECTED by PRE_APPROVER';Frequency of activity 'Declaration SUBMITTED by EMPLOYEE' for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;81;;B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Request Payment' activities;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Request Payment';1.0;;A
Number of 'Declaration SUBMITTED by EMPLOYEE' that are preceded by 'Declaration REJECTED by EMPLOYEE';Number of 'Declaration SUBMITTED by EMPLOYEE' activities for cases where activity 'Declaration REJECTED by EMPLOYEE' occurs;2322;;B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' that result in 'Payment Handled' without being rejected;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Payment Handled';1.0;;A
Percentage of 'Declaration SUBMITTED by EMPLOYEE' from all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';1.0;;A
Number of 'Declaration SUBMITTED by EMPLOYEE' with amounts above 100 euros;Number of 'Declaration SUBMITTED by EMPLOYEE' activities > 100 where ma is the last value of case:Amount;2777;;B
Percentage of 'Declaration SUBMITTED by EMPLOYEE' by 'STAFF MEMBER';Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all cases;;;D
Number of 'Declaration SUBMITTED by EMPLOYEE' grouped by 'org:role';Number of 'Declaration SUBMITTED by EMPLOYEE' activities grouped by the last value of org:role;ADMINISTRATION:5;"{""ADMINISTRATION"":5,""EMPLOYEE"":328,""MISSING"":32,""SUPERVISOR"":5,""UNDEFINED"":11161}";A
Number of 'Declaration SUBMITTED by EMPLOYEE' grouped by 'org:role';Number of 'Declaration SUBMITTED by EMPLOYEE' activities grouped by the last value of org:role;EMPLOYEE:328;"{""ADMINISTRATION"":5,""EMPLOYEE"":328,""MISSING"":32,""SUPERVISOR"":5,""UNDEFINED"":11161}";A
Number of 'Declaration SUBMITTED by EMPLOYEE' grouped by 'org:role';Number of 'Declaration SUBMITTED by EMPLOYEE' activities grouped by the last value of org:role;MISSING:32;"{""ADMINISTRATION"":5,""EMPLOYEE"":328,""MISSING"":32,""SUPERVISOR"":5,""UNDEFINED"":11161}";A
Number of 'Declaration SUBMITTED by EMPLOYEE' grouped by 'org:role';Number of 'Declaration SUBMITTED by EMPLOYEE' activities grouped by the last value of org:role;SUPERVISOR:5;"{""ADMINISTRATION"":5,""EMPLOYEE"":328,""MISSING"":32,""SUPERVISOR"":5,""UNDEFINED"":11161}";A
Number of 'Declaration SUBMITTED by EMPLOYEE' grouped by 'org:role';Number of 'Declaration SUBMITTED by EMPLOYEE' activities grouped by the last value of org:role;UNDEFINED:11161;"{""ADMINISTRATION"":5,""EMPLOYEE"":328,""MISSING"":32,""SUPERVISOR"":5,""UNDEFINED"":11161}";A
Percentage of 'Declaration SUBMITTED by EMPLOYEE' by worker;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all cases;0.99;;B
Number of 'Declaration SUBMITTED by EMPLOYEE' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration SUBMITTED by EMPLOYEE' that are rejected;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Declaration REJECTED by PRE_APPROVER';1.0;;B
Number of 'Declaration SUBMITTED by EMPLOYEE' in relation to 'Declaration REJECTED by PRE_APPROVER';Number of 'Declaration SUBMITTED by EMPLOYEE' activities for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;163;;A
Number of times 'Declaration SUBMITTED by EMPLOYEE' is performed;Number of 'Declaration SUBMITTED by EMPLOYEE' activities;11531;;A
Average number of 'Declaration SUBMITTED by EMPLOYEE';the average of the number of times `ACTIVITY` == 'Declaration SUBMITTED by EMPLOYEE';1.1;;A
Total 'Declaration SUBMITTED by EMPLOYEE' done by 'STAFF MEMBER';Number of 'Declaration SUBMITTED by EMPLOYEE' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Total 'Declaration SUBMITTED by EMPLOYEE' performed by 'EMPLOYEE';Number of 'Declaration SUBMITTED by EMPLOYEE' activities == 'EMPLOYEE' where ma is the last value of org:role;328;;B
