Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration FOR_APPROVAL by SUPERVISOR;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by SUPERVISOR';0 days 00:00:03;;A
Average time from Declaration FOR_APPROVAL by SUPERVISOR to Declaration FINAL_APPROVED by SUPERVISOR;The average of the duration between activity 'Declaration FOR_APPROVAL by SUPERVISOR' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';;;D
Average time from Declaration FOR_APPROVAL by SUPERVISOR to Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration FOR_APPROVAL by SUPERVISOR' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Total time spent in Declaration FOR_APPROVAL by SUPERVISOR across all cases;The sum of the duration between activity Declaration FOR_APPROVAL by SUPERVISOR and the end of the case;0 days 19:02:47;;B
Minimum time from Declaration FOR_APPROVAL by SUPERVISOR to Request Payment;The minimum of the duration between activity 'Declaration FOR_APPROVAL by SUPERVISOR' and activity 'Request Payment';;;D
Average time between Declaration FOR_APPROVAL by SUPERVISOR and Payment Handled;The average of the duration between activity 'Declaration FOR_APPROVAL by SUPERVISOR' and activity 'Payment Handled';;;D
Total resolution time of Declaration FOR_APPROVAL by SUPERVISOR;The sum of the duration between activity Declaration FOR_APPROVAL by SUPERVISOR and the end of the case;0 days 19:02:47;;B
Average waiting time to Declaration FOR_APPROVAL by SUPERVISOR from Declaration APPROVED by ADMINISTRATION;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FOR_APPROVAL by SUPERVISOR';;;D
Total time it takes Declaration FOR_APPROVAL by SUPERVISOR after Declaration APPROVED by BUDGET OWNER;The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FOR_APPROVAL by SUPERVISOR';;;D
Minimum time it takes Declaration FOR_APPROVAL by SUPERVISOR to be done after Declaration APPROVED by PRE_APPROVER;The minimum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration FOR_APPROVAL by SUPERVISOR';;;D
Average time for Declaration FOR_APPROVAL by SUPERVISOR to lead to a payment request;The average of the duration between activity 'Declaration FOR_APPROVAL by SUPERVISOR' and activity 'Request Payment';;;D
Total time from Declaration FOR_APPROVAL by SUPERVISOR to Declaration REJECTED by PRE_APPROVER in cases leading to rejection;The sum of the duration between activity 'Declaration FOR_APPROVAL by SUPERVISOR' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Average time from Declaration FOR_APPROVAL by SUPERVISOR to the next activity in the process flow;The average of the duration between activity Declaration FOR_APPROVAL by SUPERVISOR and the end of the case;0 days 19:02:47;;B
Minimum resolution time of Declaration FOR_APPROVAL by SUPERVISOR in cases that were eventually approved;The minimum of the duration between activity Declaration FOR_APPROVAL by SUPERVISOR and the end of the case;;;D
Average time from Declaration FOR_APPROVAL by SUPERVISOR to Declaration APPROVED by ADMINISTRATION in the re-submission process after initial rejection;The average of the duration between activity 'Declaration FOR_APPROVAL by SUPERVISOR' and activity 'Declaration APPROVED by ADMINISTRATION';;;D
