Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration REJECTED by BUDGET OWNER';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by BUDGET OWNER';4 days 00:23:41.775862;;A
Average time between 'Declaration REJECTED by BUDGET OWNER' and 'Declaration SUBMITTED by EMPLOYEE' for re-submission;The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration SUBMITTED by EMPLOYEE';10 days 20:34:02.488889;;A
Total time spent in 'Declaration REJECTED by BUDGET OWNER' across all cases;The sum of the duration between activity Declaration REJECTED by BUDGET OWNER and the end of the case;975 days 12:45:16;;B
Average resolution time for cases involving 'Declaration REJECTED by BUDGET OWNER';The average of the duration between activity Declaration REJECTED by BUDGET OWNER and the end of the case;16 days 19:40:05.448276;;B
Time difference between 'Declaration REJECTED by BUDGET OWNER' and 'Declaration APPROVED by ADMINISTRATION';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration APPROVED by ADMINISTRATION';7 days 17:16:34.568182;;A
Average time from 'Declaration REJECTED by BUDGET OWNER' to 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';12 days 06:51:00.045455;;A
Total time from 'Declaration REJECTED by BUDGET OWNER' to 'Payment Handled';The sum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Payment Handled';797 days 00:54:23;;A
Minimum time taken for a case to be resubmitted after 'Declaration REJECTED by BUDGET OWNER';The minimum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration SUBMITTED by EMPLOYEE';0 days 02:15:54;;B
Average time for cases to move from 'Declaration REJECTED by BUDGET OWNER' to 'Request Payment';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Request Payment';14 days 20:52:46.704545;;A
Time difference between 'Declaration REJECTED by BUDGET OWNER' and 'Declaration APPROVED by PRE_APPROVER' in the process flow;The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration APPROVED by PRE_APPROVER';;;D
Average handling time for 'Declaration REJECTED by BUDGET OWNER' before re-submission or final approval;The average of the duration between activity Declaration REJECTED by BUDGET OWNER and the end of the case;16 days 19:40:05.448276;;B
Total resolution time of cases with 'Declaration REJECTED by BUDGET OWNER' compared to those without this activity;The sum of the duration between activity Declaration REJECTED by BUDGET OWNER and the end of the case;975 days 12:45:16;;B
Average time it takes for a declaration to be resubmitted after being 'Declaration REJECTED by BUDGET OWNER';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration SUBMITTED by EMPLOYEE';10 days 20:34:02.488889;;A
Minimum resolution time of cases involving 'Declaration REJECTED by BUDGET OWNER';The minimum of the duration between activity Declaration REJECTED by BUDGET OWNER and the end of the case;0 days 00:47:20;;B
Average time from 'Declaration REJECTED by BUDGET OWNER' to the next activity in the process flow;The average of the duration between activity Declaration REJECTED by BUDGET OWNER and the end of the case;16 days 19:40:05.448276;;B
