Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration FOR_APPROVAL by PRE_APPROVER to Declaration FINAL_APPROVED by SUPERVISOR;The average of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';;;D
Average time between Declaration FOR_APPROVAL by PRE_APPROVER and Request Payment;The average of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Request Payment';;;D
Average resolution time of Declaration FOR_APPROVAL by PRE_APPROVER;The average of the duration between activity Declaration FOR_APPROVAL by PRE_APPROVER and the end of the case;4 days 03:10:46;;B
Total time from Declaration FOR_APPROVAL by PRE_APPROVER to Payment Handled;The sum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Payment Handled';;;D
Minimum time from Declaration FOR_APPROVAL by PRE_APPROVER to Declaration REJECTED by PRE_APPROVER;The minimum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Average time it takes Declaration FOR_APPROVAL by PRE_APPROVER after Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by PRE_APPROVER';0 days 00:02:50;;A
Total resolution time of cases involving Declaration FOR_APPROVAL by PRE_APPROVER and ending with Payment Handled;The sum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Payment Handled';;;D
Minimum time to Declaration FINAL_APPROVED by SUPERVISOR after Declaration FOR_APPROVAL by PRE_APPROVER;The minimum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';;;D
Average waiting time to Declaration FOR_APPROVAL by PRE_APPROVER after Declaration APPROVED by ADMINISTRATION;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FOR_APPROVAL by PRE_APPROVER';;;D
Total time for Declaration FOR_APPROVAL by PRE_APPROVER in cases where Declaration REJECTED by PRE_APPROVER occurs;The sum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Average time for Declaration FOR_APPROVAL by PRE_APPROVER in successful cases (ending with Payment Handled without rejections);The average of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Payment Handled';;;D
Total time since Declaration FOR_APPROVAL by PRE_APPROVER to the next activity in the process;The sum of the duration between activity Declaration FOR_APPROVAL by PRE_APPROVER and the end of the case;4 days 03:10:46;;B
Minimum resolution time of Declaration FOR_APPROVAL by PRE_APPROVER in cases with Declaration REJECTED by PRE_APPROVER;The minimum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Average time from Declaration FOR_APPROVAL by PRE_APPROVER to Declaration APPROVED by ADMINISTRATION in cases where re-submission occurs;The average of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration APPROVED by ADMINISTRATION';;;D
Total time it takes from Declaration FOR_APPROVAL by PRE_APPROVER to Declaration REJECTED by PRE_APPROVER in cases leading to re-submission;The sum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
