Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration FOR_APPROVAL by ADMINISTRATION;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days, 12:04:10;;A
Average time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration FINAL_APPROVED by SUPERVISOR;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';7 days, 2:28:03;;A
Average time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Total time for Declaration FOR_APPROVAL by ADMINISTRATION in cases leading to Request Payment;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case where activity 'Request Payment occurs;13 days, 7:26:12;;B
Total time for Declaration FOR_APPROVAL by ADMINISTRATION in cases leading to Payment Handled;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case where activity 'Payment Handled occurs;13 days, 7:26:12;;B
Minimum time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration APPROVED by ADMINISTRATION;The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';1 day, 0:23:47;;A
Minimum time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration REJECTED by ADMINISTRATION;The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration REJECTED by ADMINISTRATION';;;D
Average time it takes Declaration FOR_APPROVAL by ADMINISTRATION after Declaration APPROVED by BUDGET OWNER;The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';;;D
Total resolution time of Declaration FOR_APPROVAL by ADMINISTRATION in cases where Declaration REJECTED by PRE_APPROVER occurs;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;;;D
Average waiting time to the Declaration FOR_APPROVAL by ADMINISTRATION after Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days, 12:04:10;;B
Total time it takes the Declaration FOR_APPROVAL by ADMINISTRATION to be done in cases ending with Payment Handled;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case where activity 'Payment Handled occurs;13 days, 7:26:12;;B
Minimum time for Declaration FOR_APPROVAL by ADMINISTRATION in cases without Declaration REJECTED by PRE_APPROVER;The minimum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13 days, 7:26:12;;B
Average time for Declaration FOR_APPROVAL by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case grouped by the last value of org:role;ADMINISTRATION:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":null,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":1149972000}";B
Average time for Declaration FOR_APPROVAL by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case grouped by the last value of org:role;EMPLOYEE:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":null,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":1149972000}";B
Average time for Declaration FOR_APPROVAL by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case grouped by the last value of org:role;MISSING:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":null,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":1149972000}";B
Average time for Declaration FOR_APPROVAL by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case grouped by the last value of org:role;SUPERVISOR:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":null,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":1149972000}";B
Average time for Declaration FOR_APPROVAL by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case grouped by the last value of org:role;UNDEFINED:13 days 07:26:12;"{""ADMINISTRATION"":null,""EMPLOYEE"":null,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":1149972000}";B
Total time for Declaration FOR_APPROVAL by ADMINISTRATION grouped by case:BudgetNumber;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case grouped by the last value of case:BudgetNumber;budget 86566:13 days 07:26:12;"{""budget 86566"":1149972000}";B
Average time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration APPROVED by ADMINISTRATION in cases with Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';;;D
Total time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Minimum resolution time of Declaration FOR_APPROVAL by ADMINISTRATION in successful cases (without rejections);The minimum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13 days, 7:26:12;;B
Average time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration APPROVED by PRE_APPROVER in cases followed by Request Payment;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by PRE_APPROVER';;;D
Total time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration REJECTED by EMPLOYEE;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';;;D
Minimum time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration SAVED by EMPLOYEE in cases leading to a re-submission;The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration SAVED by EMPLOYEE';;;D
