Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration APPROVED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';2 days 09:29:05.653153;;A
Average time from Declaration APPROVED by PRE_APPROVER to Declaration FINAL_APPROVED by SUPERVISOR;The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';2 days 17:55:44.241327;;A
Total time for cases involving Declaration APPROVED by PRE_APPROVER;The sum of the duration between activity Declaration APPROVED by PRE_APPROVER and the end of the case;6635 days 17:36:44;;B
Average time between Declaration APPROVED by PRE_APPROVER and Request Payment;The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Request Payment';6 days 06:45:13.804545;;A
Total resolution time of Declaration APPROVED by PRE_APPROVER;The sum of the duration between activity Declaration APPROVED by PRE_APPROVER and the end of the case;6635 days 17:36:44;;B
Minimum time from Declaration APPROVED by PRE_APPROVER to Declaration FINAL_APPROVED by SUPERVISOR;The minimum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';0 days 00:00:26;;A
Average time it takes Declaration APPROVED by PRE_APPROVER after Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';2 days 09:29:05.653153;;A
Total time it takes the Declaration APPROVED by PRE_APPROVER to be done after Declaration SUBMITTED by EMPLOYEE;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';1595 days 04:56:45;;B
Minimum time until Declaration APPROVED by PRE_APPROVER is performed after Declaration SUBMITTED by EMPLOYEE;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';0 days 00:00:01;;A
Average waiting time to the Declaration APPROVED by PRE_APPROVER after Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';2 days 09:29:05.653153;;B
Total waiting time to the Declaration APPROVED by PRE_APPROVER after Declaration SUBMITTED by EMPLOYEE;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';1595 days 04:56:45;;B
Average time from Declaration APPROVED by PRE_APPROVER to Payment Handled;The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Payment Handled';9 days 23:37:34.222727;;A
Total time from Declaration APPROVED by PRE_APPROVER to Payment Handled;The sum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Payment Handled';6589 days 17:16:27;;A
Minimum time from Declaration APPROVED by PRE_APPROVER to Payment Handled;The minimum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Payment Handled';2 days 03:28:42;;A
Average time for Declaration APPROVED by PRE_APPROVER in cases where the next activity is Declaration FINAL_APPROVED by SUPERVISOR;The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';2 days 17:55:44.241327;;A
Average time for Declaration APPROVED by PRE_APPROVER in cases leading to Declaration REJECTED by SUPERVISOR;The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration REJECTED by SUPERVISOR';2 days 23:58:13.363636;;A
Total time for Declaration APPROVED by PRE_APPROVER in variants leading to Request Payment;The sum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Request Payment';4145 days 17:31:51;;A
Minimum resolution time of Declaration APPROVED by PRE_APPROVER in successful payment cases;The minimum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Payment Handled';2 days 03:28:42;;B
Average time from Declaration APPROVED by PRE_APPROVER to Declaration REJECTED by PRE_APPROVER in re-submission cases;The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Total time from Declaration APPROVED by PRE_APPROVER to Declaration REJECTED by PRE_APPROVER in re-submission cases;The sum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
