Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration APPROVED by ADMINISTRATION';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';2 days 14:16:11.181887;;A
Average time from 'Declaration APPROVED by ADMINISTRATION' to 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3 days 04:12:26.541851;;A
Average time from 'Declaration APPROVED by ADMINISTRATION' to 'Request Payment';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';6 days 00:29:43.079227;;A
Total time for 'Declaration APPROVED by ADMINISTRATION' in cases leading to 'Payment Handled';The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'Payment Handled occurs;75549 days 06:01:41;;B
Minimum time for 'Declaration APPROVED by ADMINISTRATION' across all cases;The minimum of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;0 days 00:18:39;;B
Average time for 'Declaration APPROVED by ADMINISTRATION' in cases where the next activity is 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Total resolution time of 'Declaration APPROVED by ADMINISTRATION' in cases where 'Declaration REJECTED by PRE_APPROVER' occurs;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;11 days 14:44:22;;B
Average time for 'Declaration APPROVED by ADMINISTRATION' in cases without 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER does not occur;9 days 13:39:00.507579;;B
Minimum time from 'Declaration APPROVED by ADMINISTRATION' to 'Declaration FINAL_APPROVED by SUPERVISOR' in cases successfully completed without rejections;The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';0 days 00:00:13;;B
Total time for 'Declaration APPROVED by ADMINISTRATION' in cases with 'Declaration REJECTED by PRE_APPROVER' vs. cases without;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;11 days 14:44:22;;B
Average time from 'Declaration APPROVED by ADMINISTRATION' to 'Declaration APPROVED by BUDGET OWNER';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';2 days 04:45:27.467047;;A
Total time from 'Declaration APPROVED by ADMINISTRATION' to 'Payment Handled' in cases with rejections vs. cases without rejections;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Payment Handled';11 days 14:44:22;;B
Minimum time for 'Declaration APPROVED by ADMINISTRATION' in cases leading to 'Declaration REJECTED by EMPLOYEE';The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';0 days 00:48:55;;A
Average time for 'Declaration APPROVED by ADMINISTRATION' across all variants leading to 'Payment Handled';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Payment Handled';9 days 12:54:29.599924;;A
Total time for 'Declaration APPROVED by ADMINISTRATION' in the most frequent process variant;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'most frequent process variant occurs;;;D
Average time from 'Declaration APPROVED by ADMINISTRATION' to 'Declaration REJECTED by SUPERVISOR' in cases where rejections occur;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by SUPERVISOR';2 days 23:21:07.299539;;A
Total time for 'Declaration APPROVED by ADMINISTRATION' in cases leading to a trip taking place vs. a payment being requested and paid;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'Payment Handled occurs;75549 days 06:01:41;;B
