Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Request Payment' to 'Payment Handled';The average of the duration between activity 'Request Payment' and activity 'Payment Handled';3 days, 13:47:24.830228;;A
Total time from 'Declaration SUBMITTED by EMPLOYEE' to 'Payment Handled' for all cases;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Payment Handled';116674 days, 17:20:16;;A
Minimum time from 'Declaration FINAL_APPROVED by SUPERVISOR' to 'Payment Handled';The minimum of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Payment Handled';23:36:15;;A
Average time for 'Payment Handled' across all cases;The average of the duration between activity Payment Handled and the end of the case;0:00:13.980884;;B
Total resolution time of 'Payment Handled';The sum of the duration between activity Payment Handled and the end of the case;1 day, 15:00:24;;B
Average time between 'Declaration APPROVED by ADMINISTRATION' and 'Payment Handled';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Payment Handled';9 days, 12:54:29.599924;;A
Total time it takes 'Payment Handled' after 'Request Payment' is executed;The sum of the duration between activity 'Request Payment' and activity 'Payment Handled';35878 days, 4:32:41;;B
Minimum time it takes 'Payment Handled' to be done after 'Request Payment';The minimum of the duration between activity 'Request Payment' and activity 'Payment Handled';02:19:06;;B
Average time from 'Declaration REJECTED by PRE_APPROVER' to next 'Declaration SUBMITTED by EMPLOYEE';The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SUBMITTED by EMPLOYEE';10 days, 5:53:58.342466;;A
Total time for 'Payment Handled' grouped by 'org:role';The average of the duration between activity 'Payment Handled' and the end of case grouped by the last value of org:role;ADMINISTRATION:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":140424000,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":0}";B
Total time for 'Payment Handled' grouped by 'org:role';The average of the duration between activity 'Payment Handled' and the end of case grouped by the last value of org:role;EMPLOYEE:1 days 15:00:24;"{""ADMINISTRATION"":null,""EMPLOYEE"":140424000,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":0}";B
Total time for 'Payment Handled' grouped by 'org:role';The average of the duration between activity 'Payment Handled' and the end of case grouped by the last value of org:role;MISSING:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":140424000,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":0}";B
Total time for 'Payment Handled' grouped by 'org:role';The average of the duration between activity 'Payment Handled' and the end of case grouped by the last value of org:role;SUPERVISOR:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":140424000,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":0}";B
Total time for 'Payment Handled' grouped by 'org:role';The average of the duration between activity 'Payment Handled' and the end of case grouped by the last value of org:role;UNDEFINED:0 days 00:00:00;"{""ADMINISTRATION"":null,""EMPLOYEE"":140424000,""MISSING"":null,""SUPERVISOR"":null,""UNDEFINED"":0}";B
Average waiting time to 'Payment Handled' after 'Request Payment';The average of the duration between activity 'Request Payment' and activity 'Payment Handled';3 days, 13:47:24.830228;;A
Minimum resolution time of 'Payment Handled' in cases where 'Declaration APPROVED by BUDGET OWNER' occurs;The minimum of the duration between activity Payment Handled and the end of the case;00:00:00;;B
Average time from 'Declaration APPROVED by PRE_APPROVER' to 'Payment Handled' in cases ending with 'Payment Handled';The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Payment Handled';9 days, 23:37:34.222727;;B
Total time from 'Declaration REJECTED by PRE_APPROVER' to 'Payment Handled' in cases that were eventually approved;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Payment Handled';1524 days, 22:12:21;;B
Minimum time from 'Declaration SUBMITTED by EMPLOYEE' to 'Payment Handled' in cases without rejections;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Payment Handled';1 day, 1:33:30;;B
