Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by SUPERVISOR' compared to 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.03;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.03;;A
Number of 'Declaration REJECTED by SUPERVISOR' that are preceded by 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;223;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' followed by 'Declaration REJECTED by EMPLOYEE';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration REJECTED by EMPLOYEE';0.23;;B
Frequency of 'Declaration REJECTED by SUPERVISOR' in cases with amounts above 100 euros;Number of 'Declaration REJECTED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;80;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' by SUPERVISOR;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;STAFF MEMBER:0.17;"{""STAFF MEMBER"":0.1684901532,""SYSTEM"":0.0203126556}";B
Percentage of 'Declaration REJECTED by SUPERVISOR' by SUPERVISOR;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;SYSTEM:0.02;"{""STAFF MEMBER"":0.1684901532,""SYSTEM"":0.0203126556}";B
Number of 'Declaration REJECTED by SUPERVISOR' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by SUPERVISOR' that lead to a 'Request Payment';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Request Payment';0.02;;B
Ratio of 'Declaration REJECTED by SUPERVISOR' over 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.02;;B
Frequency of 'Declaration REJECTED by SUPERVISOR' in relation to the total number of declarations processed;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases where '' does not happen;0.03;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' in cases that were eventually paid;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Payment Handled';0.02;;B
Number of 'Declaration REJECTED by SUPERVISOR' grouped by case:BudgetNumber;Number of 'Declaration REJECTED by SUPERVISOR' activities grouped by the last value of case:BudgetNumber;budget 86566:293;"{""budget 86566"":293}";A
Percentage of 'Declaration REJECTED by SUPERVISOR' in the first quarter of the year compared to the rest of the year;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;0.03;;B
Frequency of 'Declaration REJECTED by SUPERVISOR' in cases without prior 'Declaration SAVED by EMPLOYEE';Frequency of activity 'Declaration REJECTED by SUPERVISOR' for cases where activity 'Declaration SAVED by EMPLOYEE' does not occur;281;;A
Ratio of 'Declaration REJECTED by SUPERVISOR' over 'Declaration APPROVED by PRE_APPROVER' to identify improvement in pre-approval process;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration APPROVED by PRE_APPROVER';0.02;;B
Percentage decrease of 'Declaration REJECTED by SUPERVISOR' after implementing changes aimed at reducing 'Declaration REJECTED by PRE_APPROVER';"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'metric_condition': '< previous_period', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration REJECTED by PRE_APPROVER'""}";;;C
Average number of 'Declaration REJECTED by SUPERVISOR' in a month to monitor fluctuations over time;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration REJECTED by SUPERVISOR' performed by each SUPERVISOR to identify patterns or training needs;Number of 'Declaration REJECTED by SUPERVISOR' activities grouped by the last value of org:resource;STAFF MEMBER:84;"{""STAFF MEMBER"":84,""SYSTEM"":209}";B
Total 'Declaration REJECTED by SUPERVISOR' performed by each SUPERVISOR to identify patterns or training needs;Number of 'Declaration REJECTED by SUPERVISOR' activities grouped by the last value of org:resource;SYSTEM:209;"{""STAFF MEMBER"":84,""SYSTEM"":209}";B
Frequency of 'Declaration REJECTED by SUPERVISOR' in relation to 'Declaration REJECTED by ADMINISTRATION' to understand administrative vs supervisory rejection rates;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration REJECTED by ADMINISTRATION';0.03;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' that are followed by a resubmission of the declaration to measure resilience and persistence of employees;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.03;;B
