Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration REJECTED by BUDGET OWNER out of all Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;A
Number of Declaration REJECTED by BUDGET OWNER with amounts above 100 euros;Number of 'Declaration REJECTED by BUDGET OWNER' activities > 100 where ma is the last value of case:Amount;9;;B
Percentage of Declaration REJECTED by BUDGET OWNER followed by Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Number of Declaration REJECTED by BUDGET OWNER that are preceded by Declaration APPROVED by ADMINISTRATION;Number of 'Declaration REJECTED by BUDGET OWNER' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;59;;B
Percentage of Declaration REJECTED by BUDGET OWNER by SUPERVISOR;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;0.0;;B
Number of Declaration REJECTED by BUDGET OWNER made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of Declaration REJECTED by BUDGET OWNER that are not dismissed;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases where 'Declaration DISMISSED' does not happen;0.01;;A
Percentage of Declaration REJECTED by BUDGET OWNER from all Declaration APPROVED by ADMINISTRATION;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPROVED by ADMINISTRATION';0.01;;A
Number of Declaration REJECTED by BUDGET OWNER grouped by org:role;Number of 'Declaration REJECTED by BUDGET OWNER' activities grouped by the last value of org:role;ADMINISTRATION:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":14,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":45}";A
Number of Declaration REJECTED by BUDGET OWNER grouped by org:role;Number of 'Declaration REJECTED by BUDGET OWNER' activities grouped by the last value of org:role;EMPLOYEE:14;"{""ADMINISTRATION"":0,""EMPLOYEE"":14,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":45}";A
Number of Declaration REJECTED by BUDGET OWNER grouped by org:role;Number of 'Declaration REJECTED by BUDGET OWNER' activities grouped by the last value of org:role;MISSING:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":14,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":45}";A
Number of Declaration REJECTED by BUDGET OWNER grouped by org:role;Number of 'Declaration REJECTED by BUDGET OWNER' activities grouped by the last value of org:role;SUPERVISOR:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":14,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":45}";A
Number of Declaration REJECTED by BUDGET OWNER grouped by org:role;Number of 'Declaration REJECTED by BUDGET OWNER' activities grouped by the last value of org:role;UNDEFINED:45;"{""ADMINISTRATION"":0,""EMPLOYEE"":14,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":45}";A
Percentage of Declaration REJECTED by BUDGET OWNER by worker;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;;;D
Percentage of Declaration REJECTED by BUDGET OWNER out of all Declaration FINAL_APPROVED by SUPERVISOR;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.0;;A
Number of times Declaration REJECTED by BUDGET OWNER is performed;Number of 'Declaration REJECTED by BUDGET OWNER' activities;59;;A
Percentage of Declaration REJECTED by BUDGET OWNER done after Declaration APPROVED by ADMINISTRATION;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPROVED by ADMINISTRATION';0.01;;B
Average number of Declaration REJECTED by BUDGET OWNER in a month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total Declaration REJECTED by BUDGET OWNER done by STAFF MEMBER;Number of 'Declaration REJECTED by BUDGET OWNER' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Fraction of Declaration REJECTED by BUDGET OWNER that are dismissed;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration DISMISSED';;;D
Ratio of Declaration REJECTED by BUDGET OWNER over Declaration APPROVED by BUDGET OWNER;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPROVED by BUDGET OWNER';0.01;;B
Occasions how often the Declaration REJECTED by BUDGET OWNER is performed;Number of 'Declaration REJECTED by BUDGET OWNER' activities;59;;A
The ratio of Declaration REJECTED by BUDGET OWNER that are not eventually performed;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases where 'Declaration PERFORMED' does not happen;0.01;;B
Percentage of Declaration REJECTED by BUDGET OWNER with appeal;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPEAL';;;D
Percentage of Declaration REJECTED by BUDGET OWNER with penalty;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration PENALTY';;;D
Percentage of Declaration REJECTED by PRE_APPROVER followed by Declaration REJECTED by BUDGET OWNER;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Number of Declaration REJECTED by BUDGET OWNER in relation to Declaration APPROVED by BUDGET OWNER;Number of 'Declaration REJECTED by BUDGET OWNER' activities for cases where activity 'Declaration APPROVED by BUDGET OWNER' occurs;29;;B
Percentage of Declaration REJECTED by BUDGET OWNER out of all Declaration REJECTED by PRE_APPROVER;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;A
