Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.27;;A
Number of 'Declaration APPROVED by BUDGET OWNER' that are followed by 'Declaration FINAL_APPROVED by SUPERVISOR';Number of 'Declaration APPROVED by BUDGET OWNER' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;2811;;B
Percentage of 'Declaration APPROVED by BUDGET OWNER' from all approval activities;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration APPROVED by ADMINISTRATION' or activity == 'Declaration APPROVED by PRE_APPROVER' or activity == 'Declaration APPROVED by SUPERVISOR'""}";;;C
Number of 'Declaration APPROVED by BUDGET OWNER' with amounts above 100 euros;Number of 'Declaration APPROVED by BUDGET OWNER' activities > 100 where ma is the last value of case:Amount;722;;B
Percentage of 'Declaration APPROVED by BUDGET OWNER' by 'STAFF MEMBER';"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'org:role', 'filter': ""org:role == 'STAFF MEMBER'""}";;;C
Number of 'Declaration APPROVED by BUDGET OWNER' grouped by 'case:BudgetNumber';Number of 'Declaration APPROVED by BUDGET OWNER' activities grouped by the last value of case:BudgetNumber;budget 86566:2820;"{""budget 86566"":2820}";A
Percentage of 'Declaration APPROVED by BUDGET OWNER' by worker;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all cases;STAFF MEMBER:0.02;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.2786020114}";B
Percentage of 'Declaration APPROVED by BUDGET OWNER' by worker;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all cases;SYSTEM:0.28;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.2786020114}";B
Number of 'Declaration APPROVED by BUDGET OWNER' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration APPROVED by BUDGET OWNER' that are followed by 'Request Payment';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Request Payment';0.28;;B
Total 'Declaration APPROVED by BUDGET OWNER' performed by 'BUDGET OWNER';Number of 'Declaration APPROVED by BUDGET OWNER' activities == 'BUDGET OWNER' where ma is the last value of org:role;;;D
Ratio of 'Declaration APPROVED by BUDGET OWNER' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Average number of 'Declaration APPROVED by BUDGET OWNER' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Percentage of 'Declaration APPROVED by BUDGET OWNER' with an increment in 'case:Amount' compared to previous activity;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': 'case:Amount > previous_case:Amount'}";;;C
Number of 'Declaration APPROVED by BUDGET OWNER' that precede 'Payment Handled';Number of 'Declaration APPROVED by BUDGET OWNER' activities for cases where activity 'Payment Handled' occurs;2811;;B
Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all declarations processed in 2018 (considering the expansion of the event log collection to the entire university);Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all cases;0.27;;B
