Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration FINAL_APPROVED by SUPERVISOR out of all Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;A
Frequency of Declaration FINAL_APPROVED by SUPERVISOR following Declaration APPROVED by ADMINISTRATION;Frequency of activity 'Declaration FINAL_APPROVED by SUPERVISOR' for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7921;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR that lead to Request Payment;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Request Payment';1.0;;B
Number of Declaration FINAL_APPROVED by SUPERVISOR per month;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of Declaration FINAL_APPROVED by SUPERVISOR from all Declaration APPROVED by BUDGET OWNER;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration APPROVED by BUDGET OWNER';1.0;;A
Frequency of Declaration FINAL_APPROVED by SUPERVISOR in cases with amounts above 100 euros;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;2337;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR by SUPERVISOR;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;0.0;;B
Number of Declaration FINAL_APPROVED by SUPERVISOR grouped by case:BudgetNumber;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of case:BudgetNumber;budget 86566:10131;"{""budget 86566"":10131}";A
Percentage of Declaration FINAL_APPROVED by SUPERVISOR followed by Payment Handled;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Payment Handled';1.0;;B
Number of Declaration FINAL_APPROVED by SUPERVISOR made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of Declaration FINAL_APPROVED by SUPERVISOR in relation to Declaration REJECTED by PRE_APPROVER;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.9;;B
Average number of Declaration FINAL_APPROVED by SUPERVISOR in a month;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total Declaration FINAL_APPROVED by SUPERVISOR done by SUPERVISOR;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities == 'SUPERVISOR' where ma is the last value of org:role;0;;B
Ratio of Declaration FINAL_APPROVED by SUPERVISOR over Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;B
Frequency of Declaration FINAL_APPROVED by SUPERVISOR in the most common process variant;Frequency of activity 'Declaration FINAL_APPROVED by SUPERVISOR';10070;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR in cases that were not eventually dismissed;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases where 'Declaration REJECTED by SUPERVISOR' does not happen;0.96;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR in relation to all approvals;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.99;;B
Frequency of Declaration FINAL_APPROVED by SUPERVISOR in relation to the total number of declarations handled within two months after the trip;Frequency of activity 'Declaration FINAL_APPROVED by SUPERVISOR';10070;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR for domestic trips without prior permission needed;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;0.96;;B
Frequency of Declaration FINAL_APPROVED by SUPERVISOR in cases leading to an increase in the case:Amount;Frequency of activity 'Declaration FINAL_APPROVED by SUPERVISOR';2306;;B
