Name;Metric;Value;Agrupation
Percentage of SW-Checklist Completion is due in three days that are followed by SW-Checklist Completed;Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Checklist Completed';0.37;
Frequency of SW-Checklist Completion is due in three days in process variants;Percentage of 'SW-Checklist Completion is due in three days' out of all cases;AER0:1.0;"{""AER0"":1.0,""CHK4"":1.0,""DRSW4"":0.0,""DRW3"":0.0,""DSW3"":0.2727272727,""DSW4"":0.2727272727,""MSC4"":0.5,""RJR3"":1.0,""SW1"":0.0,""SW12"":0.0,""SYS1"":0.0,""SYS11"":0.5,""SYS2"":0.0,""SYS5"":0.0}"
Percentage of SW-Checklist Completion is due in three days out of all SW-Awaiting Checklist Completion;Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Awaiting Checklist Completion';0.35;
Number of SW-Checklist Completion is due in three days that are preceded by Manuscript Export Succeeded;Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'Manuscript Export Succeeded' occurs;30;
Percentage of SW-Checklist Completion is due in three days that occur before Plagiarism Originality Report Completed;Percentage of 'SW-Checklist Completion is due in three days' out of all 'Plagiarism Originality Report Completed';0.34;
Ratio of SW-Checklist Completion is due in three days over SW-Checklist Completed;Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Checklist Completed';0.37;
Frequency of SW-Checklist Completion is due in three days in variants containing SW-EIC Reject;Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-EIC Reject';0.26;
Frequency of SW-Checklist Completion is due in three days preceding SW-Awaiting AE Assignment;Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Awaiting AE Assignment';0.25;
Percentage of SW-Checklist Completion is due in three days compared to Immediate Reject Decision from the Checklist;Percentage of 'SW-Checklist Completion is due in three days' out of all 'Immediate Reject Decision from the Checklist';0.5;
Number of SW-Checklist Completion is due in three days in relation to Original Manuscript Submission Confirmation;Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'Original Manuscript Submission Confirmation' occurs;30;
Percentage of SW-Checklist Completion is due in three days that lead to quality assurance completion;Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Checklist Completed';0.37;
Percentage of SW-Checklist Completion is due in three days versus Plagiarism Originality Report Completed;Percentage of 'SW-Checklist Completion is due in three days' out of all 'Plagiarism Originality Report Completed';0.34;
Number of SW-Checklist Completion is due in three days followed by SW-Reviewer Agreed;Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'SW-Reviewer Agreed' occurs;17;
Frequency of SW-Checklist Completion is due in three days before SW-Initial Reviewer Selection;Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Initial Reviewer Selection';0.37;
Percentage of SW-Checklist Completion is due in three days from all checklist-related activities;Percentage of 'SW-Checklist Completed' out of all cases;0.88;
Number of SW-Checklist Completion is due in three days per manuscript submission type;Number of 'SW-Checklist Completed' activities grouped by the last value of code;AER0:1;"{""AER0"":1,""CHK4"":1,""DRSW4"":0,""DRW3"":1,""DSW3"":22,""DSW4"":32,""MSC4"":24,""RJR3"":2,""SW1"":1,""SW12"":2,""SYS1"":0,""SYS11"":0,""SYS2"":0,""SYS5"":1}"
Percentage of SW-Checklist Completion is due in three days in rigorous assessment procedures;Percentage of 'SW-Checklist Completed' out of all cases;0.88;
Frequency of SW-Checklist Completion is due in three days in systematic review procedures;Number of 'SW-Checklist Completed' activities;87;
Percentage of SW-Checklist Completion is due in three days in scientific paper evaluation;Percentage of 'SW-Checklist Completed' out of all cases;0.88;
Percentage of SW-Checklist Completion is due in three days affecting review process timelines;Percentage of 'SW-Checklist Completed' out of all cases;0.88;
