Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration REJECTED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE';0.12;;A
Number of 'Declaration REJECTED by EMPLOYEE' that are preceded by 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration REJECTED by EMPLOYEE' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;1009;;B
Percentage of 'Declaration REJECTED by EMPLOYEE' followed by 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE';0.12;;B
Number of 'Declaration REJECTED by EMPLOYEE' with amounts above 100 euros;Number of 'Declaration REJECTED by EMPLOYEE' activities > 100 where ma is the last value of case:Amount;433;;B
Percentage of 'Declaration REJECTED by EMPLOYEE' by 'STAFF MEMBER';Percentage of 'Declaration REJECTED by EMPLOYEE' out of all cases;;;D
Number of 'Declaration REJECTED by EMPLOYEE' grouped by 'case:BudgetNumber';Number of 'Declaration REJECTED by EMPLOYEE' activities grouped by the last value of case:BudgetNumber;budget 86566:1365;"{""budget 86566"":1365}";A
Percentage of 'Declaration REJECTED by EMPLOYEE' by worker;Percentage of 'Declaration REJECTED by EMPLOYEE' out of all cases;0.12;;B
Number of 'Declaration REJECTED by EMPLOYEE' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by EMPLOYEE'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by EMPLOYEE' that are rejected (self-loop);Percentage of 'Declaration REJECTED by EMPLOYEE' out of all 'Declaration REJECTED by EMPLOYEE';1.0;;B
Number of 'Declaration REJECTED by EMPLOYEE' in relation to 'Declaration APPROVED by PRE_APPROVER';Number of 'Declaration REJECTED by EMPLOYEE' activities for cases where activity 'Declaration APPROVED by PRE_APPROVER' occurs;85;;B
Percentage of 'Declaration REJECTED by EMPLOYEE';Percentage of 'Declaration REJECTED by EMPLOYEE' out of all cases where '' does not happen;0.12;;B
Number of times 'Declaration REJECTED by EMPLOYEE' is performed;Number of 'Declaration REJECTED by EMPLOYEE' activities;1365;;A
Percentage of 'Declaration REJECTED by EMPLOYEE' done after 'Declaration APPROVED by PRE_APPROVER';Percentage of 'Declaration REJECTED by EMPLOYEE' out of all 'Declaration APPROVED by PRE_APPROVER';0.12;;B
Average number of 'Declaration REJECTED by EMPLOYEE' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by EMPLOYEE'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration REJECTED by EMPLOYEE' done by 'STAFF MEMBER';Number of 'Declaration REJECTED by EMPLOYEE' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Fraction of 'Declaration REJECTED by EMPLOYEE' that are dismissed;Percentage of 'Declaration REJECTED by EMPLOYEE' out of all 'Declaration REJECTED by EMPLOYEE';1.0;;B
Ratio of 'Declaration REJECTED by EMPLOYEE' over 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE';0.12;;B
Occasions how often the 'Declaration REJECTED by EMPLOYEE' is performed;Frequency of activity 'Declaration REJECTED by EMPLOYEE';1212;;A
The ratio of 'Declaration REJECTED by EMPLOYEE' that are not eventually performed;Percentage of 'Declaration REJECTED by EMPLOYEE' out of all cases where 'Declaration REJECTED by EMPLOYEE' does not happen;0.12;;B
