Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by BUDGET OWNER' compared to 'Declaration APPROVED by BUDGET OWNER';Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPROVED by BUDGET OWNER';0.01;;B
Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all budget owner decisions;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPROVED by BUDGET OWNER';0.01;;B
Number of 'Declaration REJECTED by BUDGET OWNER' that are followed by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration REJECTED by BUDGET OWNER' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;59;;B
Percentage of 'Declaration REJECTED by BUDGET OWNER' with amounts above 100 euros;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;0.0;;B
Frequency of 'Declaration REJECTED by BUDGET OWNER' per month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of 'Declaration REJECTED by BUDGET OWNER' by SUPERVISOR;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;0.0;;B
Number of 'Declaration REJECTED by BUDGET OWNER' grouped by case:BudgetNumber;Number of 'Declaration REJECTED by BUDGET OWNER' activities grouped by the last value of case:BudgetNumber;budget 86566:59;"{""budget 86566"":59}";A
Percentage of 'Declaration REJECTED by BUDGET OWNER' by ADMINISTRATION;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;0.0;;B
Frequency of 'Declaration REJECTED by BUDGET OWNER' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by BUDGET OWNER' that lead to a 'Request Payment';Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Request Payment';0.0;;B
Number of 'Declaration REJECTED by BUDGET OWNER' in relation to 'Declaration FINAL_APPROVED by SUPERVISOR';Number of 'Declaration REJECTED by BUDGET OWNER' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;45;;A
Percentage of 'Declaration REJECTED by BUDGET OWNER' from all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;A
Average number of 'Declaration REJECTED by BUDGET OWNER' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration REJECTED by BUDGET OWNER' done by STAFF MEMBER;Number of 'Declaration REJECTED by BUDGET OWNER' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Ratio of 'Declaration REJECTED by BUDGET OWNER' over 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPROVED by ADMINISTRATION';0.01;;B
Occasions how often the 'Declaration REJECTED by BUDGET OWNER' is performed in comparison to 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
The ratio of 'Declaration REJECTED by BUDGET OWNER' that are not eventually performed compared to those that lead to 'Payment Handled';Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Payment Handled';0.0;;B
