Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration SAVED by EMPLOYEE before Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE';0.0;;B
Number of Declaration SAVED by EMPLOYEE;Number of 'Declaration SAVED by EMPLOYEE' activities;135;;A
Percentage of Declaration SAVED by EMPLOYEE out of all Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE';0.0;;A
Number of Declaration SAVED by EMPLOYEE that are preceded by Declaration REJECTED by PRE_APPROVER;Number of 'Declaration SAVED by EMPLOYEE' activities for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;0;;B
Percentage of Declaration SAVED by EMPLOYEE that are not dismissed;Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases where 'Declaration REJECTED by EMPLOYEE' does not happen;0.01;;B
Percentage of Declaration SAVED by EMPLOYEE from all Declaration APPROVED by ADMINISTRATION;Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;A
Number of Declaration SAVED by EMPLOYEE with amounts above 100 euros;Number of 'Declaration SAVED by EMPLOYEE' activities > 100 where ma is the last value of case:Amount;0;;B
Percentage of Declaration SAVED by EMPLOYEE by STAFF MEMBER;Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases;STAFF MEMBER:0.29;"{""STAFF MEMBER"":0.2932166302,""SYSTEM"":0.0000995718}";B
Percentage of Declaration SAVED by EMPLOYEE by STAFF MEMBER;Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases;SYSTEM:0.0;"{""STAFF MEMBER"":0.2932166302,""SYSTEM"":0.0000995718}";B
Number of Declaration SAVED by EMPLOYEE grouped by org:role;Number of 'Declaration SAVED by EMPLOYEE' activities grouped by the last value of org:role;ADMINISTRATION:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":134,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":1}";A
Number of Declaration SAVED by EMPLOYEE grouped by org:role;Number of 'Declaration SAVED by EMPLOYEE' activities grouped by the last value of org:role;EMPLOYEE:134;"{""ADMINISTRATION"":0,""EMPLOYEE"":134,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":1}";A
Number of Declaration SAVED by EMPLOYEE grouped by org:role;Number of 'Declaration SAVED by EMPLOYEE' activities grouped by the last value of org:role;MISSING:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":134,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":1}";A
Number of Declaration SAVED by EMPLOYEE grouped by org:role;Number of 'Declaration SAVED by EMPLOYEE' activities grouped by the last value of org:role;SUPERVISOR:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":134,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":1}";A
Number of Declaration SAVED by EMPLOYEE grouped by org:role;Number of 'Declaration SAVED by EMPLOYEE' activities grouped by the last value of org:role;UNDEFINED:1;"{""ADMINISTRATION"":0,""EMPLOYEE"":134,""MISSING"":0,""SUPERVISOR"":0,""UNDEFINED"":1}";A
Percentage of Declaration SAVED by EMPLOYEE by worker;Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases;STAFF MEMBER:0.29;"{""STAFF MEMBER"":0.2932166302,""SYSTEM"":0.0000995718}";B
