Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION followed by Declaration APPROVED by ADMINISTRATION;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Number of Declaration FOR_APPROVAL by ADMINISTRATION that are preceded by Declaration SUBMITTED by EMPLOYEE;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;1;;B
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION out of all Declaration APPROVED by ADMINISTRATION;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;A
Number of Declaration FOR_APPROVAL by ADMINISTRATION with amounts above 100 euros;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities > 100 where ma is the last value of case:Amount;1;;B
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION by STAFF MEMBER;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;STAFF MEMBER:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION by STAFF MEMBER;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;SYSTEM:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Number of Declaration FOR_APPROVAL by ADMINISTRATION grouped by case:BudgetNumber;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities grouped by the last value of case:BudgetNumber;budget 86566:1;"{""budget 86566"":1}";A
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION by worker;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;STAFF MEMBER:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION by worker;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;SYSTEM:0.0;"{""STAFF MEMBER"":0.0,""SYSTEM"":0.0000995718}";B
Number of Declaration FOR_APPROVAL by ADMINISTRATION made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by ADMINISTRATION'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION that are rejected;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration REJECTED by ADMINISTRATION';0.0;;B
Number of Declaration FOR_APPROVAL by ADMINISTRATION in relation to Declaration REJECTED by PRE_APPROVER;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;0;;B
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;0.0;;A
Number of times Declaration FOR_APPROVAL by ADMINISTRATION is performed;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities;1;;A
Average number of Declaration FOR_APPROVAL by ADMINISTRATION in a month;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by ADMINISTRATION'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total Declaration FOR_APPROVAL by ADMINISTRATION done by STAFF MEMBER;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities grouped by the last value of org:resource;STAFF MEMBER:0;"{""STAFF MEMBER"":0,""SYSTEM"":1}";B
Total Declaration FOR_APPROVAL by ADMINISTRATION done by STAFF MEMBER;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities grouped by the last value of org:resource;SYSTEM:1;"{""STAFF MEMBER"":0,""SYSTEM"":1}";B
Ratio of Declaration FOR_APPROVAL by ADMINISTRATION over Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.0;;B
Occasions how often the Declaration FOR_APPROVAL by ADMINISTRATION is performed;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities;1;;A
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION followed by Declaration REJECTED by PRE_APPROVER to identify improvement areas to reduce rejections;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Number of Declaration FOR_APPROVAL by ADMINISTRATION that lead to a Request Payment; indicating successful approval processes;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities for cases where activity 'Request Payment' occurs;1;B
Percentage of Declaration FOR_APPROVAL by ADMINISTRATION that result in Declaration APPROVED by BUDGET OWNER; showing the flow towards budget approval;Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration APPROVED by BUDGET OWNER';0.0;B
Frequency of Declaration FOR_APPROVAL by ADMINISTRATION in cases that exceed the average processing time; highlighting efficiency issues;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by ADMINISTRATION'"", 'metric_condition': '> average_processing_time', 'aggregation': 'total'}";;C
