Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' that are preceded by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;1;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.0;;A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' with amounts above 100 euros;Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;0;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' by 'STAFF MEMBER';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all cases;;;D
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;ADMINISTRATION:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;EMPLOYEE:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;MISSING:1;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;SUPERVISOR:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' grouped by 'org:role';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities grouped by the last value of org:role;UNDEFINED:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":1,""SUPERVISOR"":0,""UNDEFINED"":0}";A
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' by worker;Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all cases;0.0;;B
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' that are rejected;Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Total 'Declaration FOR_APPROVAL by SUPERVISOR' done by 'SUPERVISOR';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities == 'SUPERVISOR' where ma is the last value of org:role;0;;B
Ratio of 'Declaration FOR_APPROVAL by SUPERVISOR' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Occasions how often the 'Declaration FOR_APPROVAL by SUPERVISOR' is performed before 'Request Payment';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities for cases where activity 'Request Payment' occurs;0;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' followed by 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Number of 'Declaration FOR_APPROVAL by SUPERVISOR' in relation to 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration FOR_APPROVAL by SUPERVISOR' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;1;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' that lead to a 'Payment Handled' without prior 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all 'Payment Handled';0.0;;B
Average number of 'Declaration FOR_APPROVAL by SUPERVISOR' that are followed by 'Declaration APPROVED by ADMINISTRATION';the average of the number of times `ACTIVITY` == 'Declaration FOR_APPROVAL by SUPERVISOR' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' with an increment in case:Amount compared to previous activity;Percentage of 'Declaration FOR_APPROVAL by SUPERVISOR' out of all cases;0.0;;B
Total 'Declaration FOR_APPROVAL by SUPERVISOR' performed by 'SUPERVISOR' in cases with budget above 100 euros;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by SUPERVISOR'"", 'aggregation': 'total', 'filter': 'case:Amount > 100', 'group_by': ""org:role == 'SUPERVISOR'""}";;;C
