Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by PRE_APPROVER' compared to 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Percentage of cases leading to 'Declaration REJECTED by PRE_APPROVER' after 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Number of 'Declaration REJECTED by PRE_APPROVER' followed by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;86;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all rejections;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases where 'Declaration REJECTED by PRE_APPROVER' does not happen;0.01;;B
Frequency of 'Declaration REJECTED by PRE_APPROVER' in relation to total number of declarations processed;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases where 'Declaration REJECTED by PRE_APPROVER' does not happen;0.01;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' followed by 'Declaration APPROVED by PRE_APPROVER';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration APPROVED by PRE_APPROVER';0.1;;B
Number of 'Declaration REJECTED by PRE_APPROVER' with amounts above 100 euros;Number of 'Declaration REJECTED by PRE_APPROVER' activities > 100 where ma is the last value of case:Amount;22;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' by month to identify peak rejection periods;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'month'}";;;C
Frequency of 'Declaration REJECTED by PRE_APPROVER' leading to a 'Request Payment';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Request Payment';0.01;;B
Percentage reduction in 'Declaration REJECTED by PRE_APPROVER' over the years;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'year'}";;;C
Number of 'Declaration REJECTED by PRE_APPROVER' that are eventually approved;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'aggregation': 'total', 'filter': ""activity == 'Declaration APPROVED by PRE_APPROVER' or activity == 'Declaration APPROVED by ADMINISTRATION'""}";;;C
Percentage of 'Declaration REJECTED by PRE_APPROVER' in cases that exceed the budget;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': 'case:Amount > budget'}";;;C
Frequency of 'Declaration REJECTED by PRE_APPROVER' by each PRE_APPROVER to identify strict or lenient approvers;Frequency of activity '{}' grouped by the last value of org:resource;STAFF MEMBER:9;"{""STAFF MEMBER"":9,""SYSTEM"":72}";B
Frequency of 'Declaration REJECTED by PRE_APPROVER' by each PRE_APPROVER to identify strict or lenient approvers;Frequency of activity '{}' grouped by the last value of org:resource;SYSTEM:72;"{""STAFF MEMBER"":9,""SYSTEM"":72}";B
Percentage of 'Declaration REJECTED by PRE_APPROVER' that lead to an appeal;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Appeal';;;D
Number of 'Declaration REJECTED by PRE_APPROVER' followed by 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;2;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in relation to 'Declaration APPROVED by PRE_APPROVER';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration APPROVED by PRE_APPROVER';0.1;;B
Frequency of 'Declaration REJECTED by PRE_APPROVER' in cases with prior 'Declaration SAVED by EMPLOYEE';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration SAVED by EMPLOYEE';0.0;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' for domestic declarations versus pre-paid travel costs;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;0.01;;B
Number of 'Declaration REJECTED by PRE_APPROVER' in relation to total number of steps in the process flow;Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Declaration REJECTED by PRE_APPROVER' does not occur;86;;B
Frequency of 'Declaration REJECTED by PRE_APPROVER' in relation to the total number of declarations submitted after a rejection;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration SUBMITTED by EMPLOYEE' after 'Declaration REJECTED by PRE_APPROVER'""}";;;C
