Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by MISSING' compared to 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.01;;A
Number of 'Declaration REJECTED by MISSING' that are followed by 'Request Payment';Number of 'Declaration REJECTED by MISSING' activities for cases where activity 'Request Payment' occurs;63;;B
Percentage of 'Declaration REJECTED by MISSING' from all 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;A
Frequency of 'Declaration REJECTED by MISSING' in relation to 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration REJECTED by PRE_APPROVER';0.05;;B
Percentage of cases with 'Declaration REJECTED by MISSING' leading to a 'Payment Handled';Percentage of 'Declaration REJECTED by MISSING' out of all 'Payment Handled';0.01;;B
Number of 'Declaration REJECTED by MISSING' per month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of 'Declaration REJECTED by MISSING' by 'org:resource';Percentage of 'Declaration REJECTED by MISSING' out of all cases;STAFF MEMBER:0.07;"{""STAFF MEMBER"":0.0656455142,""SYSTEM"":0.0056755949}";B
Percentage of 'Declaration REJECTED by MISSING' by 'org:resource';Percentage of 'Declaration REJECTED by MISSING' out of all cases;SYSTEM:0.01;"{""STAFF MEMBER"":0.0656455142,""SYSTEM"":0.0056755949}";B
Frequency of 'Declaration REJECTED by MISSING' in cases with amounts above 100 euros;Number of 'Declaration REJECTED by MISSING' activities > 100 where ma is the last value of case:Amount;34;;B
Percentage of 'Declaration REJECTED by MISSING' followed by 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Number of 'Declaration REJECTED by MISSING' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by MISSING' that lead to a new submission ('Declaration SUBMITTED by EMPLOYEE') within the same case;Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Frequency of 'Declaration REJECTED by MISSING' in the most common process variant;Frequency of activity 'Declaration REJECTED by MISSING';87;;B
Percentage of 'Declaration REJECTED by MISSING' in cases that were eventually approved ('Declaration FINAL_APPROVED by SUPERVISOR');Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.01;;A
Number of 'Declaration REJECTED by MISSING' in relation to total declarations submitted;Number of 'Declaration REJECTED by MISSING' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;91;;B
Percentage of 'Declaration REJECTED by MISSING' in cases that exceed the average processing time;Percentage of 'Declaration REJECTED by MISSING' out of all cases;0.01;;B
Frequency of 'Declaration REJECTED by MISSING' before 'Declaration APPROVED by PRE_APPROVER';Number of 'Declaration REJECTED by MISSING' activities for cases where activity 'Declaration APPROVED by PRE_APPROVER' occurs;16;;B
Percentage of 'Declaration REJECTED by MISSING' in cases with a budget number different from budget 86566;Percentage of 'Declaration REJECTED by MISSING' out of all cases;0.01;;B
Number of 'Declaration REJECTED by MISSING' grouped by 'case:BudgetNumber';Number of 'Declaration REJECTED by MISSING' activities grouped by the last value of case:BudgetNumber;budget 86566:91;"{""budget 86566"":91}";A
Percentage of 'Declaration REJECTED by MISSING' in cases that were rejected for other reasons;Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration REJECTED by ADMINISTRATION';0.0;;B
