Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration REJECTED by BUDGET OWNER';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by BUDGET OWNER';4 days 00:23:41.775862;;A
Average time from 'Declaration REJECTED by BUDGET OWNER' to 'Declaration SUBMITTED by EMPLOYEE';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration SUBMITTED by EMPLOYEE';10 days 20:34:02.488889;;A
Average resolution time for 'Declaration REJECTED by BUDGET OWNER';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and the end of case where activity 'Declaration FINAL_APPROVED by SUPERVISOR occurs;18 days 02:44:52.340909;;B
Total time spent on cases with 'Declaration REJECTED by BUDGET OWNER' before reaching 'Declaration FINAL_APPROVED by SUPERVISOR';The sum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';540 days 13:24:02;;A
Average time between 'Declaration REJECTED by BUDGET OWNER' and 'Request Payment';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Request Payment';14 days 20:52:46.704545;;A
Difference in average time between 'Declaration APPROVED by ADMINISTRATION' and 'Declaration REJECTED by BUDGET OWNER' versus 'Declaration APPROVED by ADMINISTRATION' and 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by BUDGET OWNER';1 days 22:52:58.568182;;B
Average time from 'Declaration REJECTED by BUDGET OWNER' to 'Payment Handled';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Payment Handled';18 days 02:44:52.340909;;A
Total resolution time of cases involving 'Declaration REJECTED by BUDGET OWNER';The sum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and the end of case where activity 'Declaration FINAL_APPROVED by SUPERVISOR occurs;797 days 00:54:23;;B
Minimum time from 'Declaration REJECTED by BUDGET OWNER' to 'Declaration SUBMITTED by EMPLOYEE';The minimum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration SUBMITTED by EMPLOYEE';0 days 02:15:54;;A
Average time for a case to be resolved after 'Declaration REJECTED by BUDGET OWNER';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and the end of case where activity 'Declaration FINAL_APPROVED by SUPERVISOR occurs;18 days 02:44:52.340909;;B
Total time from 'Declaration REJECTED by BUDGET OWNER' to the next 'Declaration APPROVED by ADMINISTRATION';The sum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration APPROVED by ADMINISTRATION';339 days 16:09:21;;A
Average time from 'Declaration REJECTED by BUDGET OWNER' to 'Declaration APPROVED by PRE_APPROVER';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration APPROVED by PRE_APPROVER';;;D
Minimum resolution time of cases with 'Declaration REJECTED by BUDGET OWNER';The minimum of the duration between activity Declaration REJECTED by BUDGET OWNER and the end of the case;7 days 02:01:42;;B
Average time from 'Declaration REJECTED by BUDGET OWNER' to 'Declaration REJECTED by EMPLOYEE';The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration REJECTED by EMPLOYEE';4 days 23:33:22.280702;;A
Total time for all activities to be completed after 'Declaration REJECTED by BUDGET OWNER';The sum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and the end of case where activity 'Declaration FINAL_APPROVED by SUPERVISOR occurs;797 days 00:54:23;;A
