Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration APPROVED by ADMINISTRATION';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';2 days, 14:16:11.181887;;A
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2 days, 21:31:24.666667;;A
Total time for all 'Declaration SUBMITTED by EMPLOYEE' activities to reach 'Payment Handled';The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Payment Handled';116674 days, 17:20:16;;A
Minimum time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration FINAL_APPROVED by SUPERVISOR';The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';00:00:01;;A
Average time it takes from 'Declaration SUBMITTED by EMPLOYEE' to 'Request Payment';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Request Payment';7 days, 23:56:23.468871;;A
Total resolution time of 'Declaration SUBMITTED by EMPLOYEE' for cases ending with 'Payment Handled';The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Payment Handled';116674 days, 17:20:16;;B
Average waiting time to 'Declaration APPROVED by ADMINISTRATION' after 'Declaration SUBMITTED by EMPLOYEE';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';2 days, 14:16:11.181887;;B
Total time it takes 'Declaration SUBMITTED by EMPLOYEE' to be followed by 'Declaration APPROVED by PRE_APPROVER';The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';1595 days, 4:56:45;;A
Minimum time for a 'Declaration SUBMITTED by EMPLOYEE' to be followed by any rejection activity;"ERROR: computing metric {'begin': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'end': ""activity == 'Declaration REJECTED by PRE_APPROVER' or activity == 'Declaration REJECTED by ADMINISTRATION' or activity == 'Declaration REJECTED by SUPERVISOR' or activity == 'Declaration REJECTED by MISSING' or activity == 'Declaration REJECTED by BUDGET OWNER'"", 'aggregation': 'minimum'}";;;C
Average time from 'Declaration SUBMITTED by EMPLOYEE' to the next activity in the process;The average of the duration between activity Declaration SUBMITTED by EMPLOYEE and the end of the case;11 days, 16:10:25.119826;;B
Total time for 'Declaration SUBMITTED by EMPLOYEE' activities in cases where the next activity is 'Declaration REJECTED by PRE_APPROVER';The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';234 days, 15:24:18;;A
Average time until 'Declaration SUBMITTED by EMPLOYEE' is followed by 'Declaration FINAL_APPROVED by SUPERVISOR' in cases without rejections;"ERROR: computing metric {'begin': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'end': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'average', 'filter': ""activity != 'Declaration REJECTED by PRE_APPROVER' and activity != 'Declaration REJECTED by ADMINISTRATION' and activity != 'Declaration REJECTED by SUPERVISOR' and activity != 'Declaration REJECTED by MISSING' and activity != 'Declaration REJECTED by BUDGET OWNER'""}";;;C
Minimum resolution time of 'Declaration SUBMITTED by EMPLOYEE' in cases directly followed by 'Declaration APPROVED by ADMINISTRATION';The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';00:00:01;;B
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration REJECTED by PRE_APPROVER' in cases that are eventually approved;"ERROR: computing metric {'begin': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'end': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'aggregation': 'average', 'filter': ""activity == 'Declaration APPROVED by ADMINISTRATION' or activity == 'Declaration FINAL_APPROVED by SUPERVISOR'""}";;;C
Total time from 'Declaration SUBMITTED by EMPLOYEE' to 'Payment Handled' in cases with at least one rejection;"ERROR: computing metric {'begin': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'end': ""activity == 'Payment Handled'"", 'aggregation': 'total', 'filter': ""activity == 'Declaration REJECTED by PRE_APPROVER' or activity == 'Declaration REJECTED by ADMINISTRATION' or activity == 'Declaration REJECTED by SUPERVISOR' or activity == 'Declaration REJECTED by MISSING' or activity == 'Declaration REJECTED by BUDGET OWNER'""}";;;C
