Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration FOR_APPROVAL by PRE_APPROVER' to 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration FOR_APPROVAL by PRE_APPROVER';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by PRE_APPROVER';0 days 00:02:50;;A
Total time spent in 'Declaration FOR_APPROVAL by PRE_APPROVER' across all cases;The sum of the duration between activity Declaration FOR_APPROVAL by PRE_APPROVER and the end of the case;4 days 03:10:46;;A
Average time between 'Declaration FOR_APPROVAL by PRE_APPROVER' and 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';;;D
Minimum time taken for a declaration to move from 'Declaration FOR_APPROVAL by PRE_APPROVER' to 'Request Payment';The minimum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Request Payment';;;D
Average time it takes from 'Declaration FOR_APPROVAL by PRE_APPROVER' to 'Declaration REJECTED by PRE_APPROVER' in cases where rejections occur;The average of the duration between activity Declaration FOR_APPROVAL by PRE_APPROVER and activity Declaration REJECTED by PRE_APPROVER for cases where activity Declaration REJECTED by PRE_APPROVER occurs;;;A
Total resolution time of cases involving 'Declaration FOR_APPROVAL by PRE_APPROVER';The sum of the duration between activity Declaration FOR_APPROVAL by PRE_APPROVER and the end of the case;4 days 03:10:46;;B
Average waiting time before 'Declaration FOR_APPROVAL by PRE_APPROVER' after 'Declaration SUBMITTED by EMPLOYEE';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by PRE_APPROVER';0 days 00:02:50;;B
Total time from 'Declaration FOR_APPROVAL by PRE_APPROVER' to 'Payment Handled' across all cases;The sum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Payment Handled';;;D
Minimum time from 'Declaration FOR_APPROVAL by PRE_APPROVER' to 'Declaration APPROVED by ADMINISTRATION';The minimum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration APPROVED by ADMINISTRATION';;;D
Average time for a case to be resolved after 'Declaration FOR_APPROVAL by PRE_APPROVER';The average of the duration between activity Declaration FOR_APPROVAL by PRE_APPROVER and the end of the case;4 days 03:10:46;;A
Total time for all activities to be completed after 'Declaration FOR_APPROVAL by PRE_APPROVER';The sum of the duration between activity Declaration FOR_APPROVAL by PRE_APPROVER and the end of the case;4 days 03:10:46;;B
Average time from 'Declaration FOR_APPROVAL by PRE_APPROVER' to the next activity in the process flow;The average of the duration between activity Declaration FOR_APPROVAL by PRE_APPROVER and the end of the case;4 days 03:10:46;;B
Minimum resolution time of cases starting with 'Declaration FOR_APPROVAL by PRE_APPROVER' and ending with 'Payment Handled';The minimum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Payment Handled';;;D
Average time it takes for 'Declaration FOR_APPROVAL by PRE_APPROVER' to be followed by any approval activity;"ERROR: computing metric {'begin': ""activity == 'Declaration FOR_APPROVAL by PRE_APPROVER'"", 'end': ""activity == 'Declaration APPROVED by ADMINISTRATION' or activity == 'Declaration APPROVED by BUDGET OWNER' or activity == 'Declaration APPROVED by PRE_APPROVER'"", 'aggregation': 'average'}";;;C
