Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Request Payment';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Request Payment';7 days 23:56:23.468871;;A
Average time from 'Declaration FINAL_APPROVED by SUPERVISOR' to 'Request Payment';The average of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Request Payment';3 days 07:02:46.683005;;A
Average time from 'Declaration APPROVED by ADMINISTRATION' to 'Request Payment';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';6 days 00:29:43.079227;;A
Average time from 'Declaration APPROVED by BUDGET OWNER' to 'Request Payment';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Request Payment';6 days 03:39:22.355866;;A
Average time from 'Declaration REJECTED by PRE_APPROVER' to 'Request Payment' after re-submission;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Request Payment';17 days 08:00:59.625000;;B
Total time from 'Declaration SUBMITTED by EMPLOYEE' to 'Request Payment' for all cases;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Request Payment';80286 days 20:10:44;;A
Total time from 'Declaration FINAL_APPROVED by SUPERVISOR' to 'Request Payment' for all cases;The sum of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Request Payment';33061 days 02:46:04;;A
Total time from 'Declaration APPROVED by ADMINISTRATION' to 'Request Payment' for all cases;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';47647 days 07:48:09;;A
Total time from 'Declaration APPROVED by BUDGET OWNER' to 'Request Payment' for all cases;The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Request Payment';17201 days 22:45:47;;A
Total time from 'Declaration REJECTED by PRE_APPROVER' to 'Request Payment' after re-submission for all cases;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Request Payment';1248 days 01:11:33;;B
Minimum time from 'Declaration SUBMITTED by EMPLOYEE' to 'Request Payment';The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Request Payment';0 days 00:01:26;;A
Minimum time from 'Declaration FINAL_APPROVED by SUPERVISOR' to 'Request Payment';The minimum of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Request Payment';0 days 00:00:00;;A
Minimum time from 'Declaration APPROVED by ADMINISTRATION' to 'Request Payment';The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';0 days 00:01:24;;A
Minimum time from 'Declaration APPROVED by BUDGET OWNER' to 'Request Payment';The minimum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Request Payment';0 days 00:02:19;;A
Minimum time from 'Declaration REJECTED by PRE_APPROVER' to 'Request Payment' after re-submission;The minimum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Request Payment';0 days 02:21:20;;B
Average time between 'Request Payment' and 'Payment Handled';The average of the duration between activity 'Request Payment' and activity 'Payment Handled';3 days 13:47:24.830228;;A
Total time between 'Request Payment' and 'Payment Handled' for all cases;The sum of the duration between activity 'Request Payment' and activity 'Payment Handled';35878 days 04:32:41;;A
Minimum time between 'Request Payment' and 'Payment Handled';The minimum of the duration between activity 'Request Payment' and activity 'Payment Handled';0 days 02:19:06;;A
Average time to handle 'Request Payment' after 'Declaration REJECTED by PRE_APPROVER' in comparison to other rejection reasons;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Request Payment';17 days 08:00:59.625000;;B
Total resolution time of 'Request Payment' for cases with prior 'Declaration REJECTED by PRE_APPROVER';The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Request Payment';1248 days 01:11:33;;B
Average time to 'Request Payment' for cases requiring director approval versus those that do not;The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Request Payment';6 days 03:39:22.355866;;B
Total time to 'Request Payment' for domestic declarations versus pre-paid travel costs and requests for payment;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Request Payment';80286 days 20:10:44;;B
Minimum time to 'Request Payment' for cases with 'Declaration APPROVED by PRE_APPROVER' versus other approval paths;The minimum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Request Payment';0 days 01:00:05;;B
'Request Payment' Cycle Time in comparison to cycle times of 'Declaration SUBMITTED by EMPLOYEE' and 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Request Payment';7 days 23:56:23.468871;;B
Average time from 'Declaration REJECTED by PRE_APPROVER' to next 'Declaration SUBMITTED by EMPLOYEE' for cases eventually leading to 'Request Payment';The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SUBMITTED by EMPLOYEE';9 days 21:59:02.666667;;B
