Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average resolution time for 'Declaration REJECTED by MISSING';The average of the duration between activity Declaration REJECTED by MISSING and the end of the case;10 days 23:41:38.793103;;B
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration REJECTED by MISSING';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by MISSING';16 days 23:23:36.954023;;A
Total time elapsed for all instances of 'Declaration REJECTED by MISSING';The sum of the duration between activity Declaration REJECTED by MISSING and the end of the case;955 days 21:23:15;;B
Average time between 'Declaration REJECTED by MISSING' and 'Declaration SUBMITTED by EMPLOYEE' for cases that are resubmitted;The average of the duration between activity Declaration REJECTED by MISSING and activity Declaration SUBMITTED by EMPLOYEE for cases where activity Declaration SUBMITTED by EMPLOYEE occurs;9 days 04:38:52.051724;;A
Time difference between 'Declaration REJECTED by MISSING' and the next activity in the process;The average of the duration between activity Declaration REJECTED by MISSING and the end of the case;10 days 23:41:38.793103;;B
Average time from 'Declaration REJECTED by MISSING' to 'Declaration FINAL_APPROVED by SUPERVISOR' for cases that are corrected and approved;The average of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';9 days 14:42:31.413793;;B
Total resolution time of cases involving 'Declaration REJECTED by MISSING' compared to cases without it;The sum of the duration between activity Declaration REJECTED by MISSING and the end of the case;955 days 21:23:15;;B
Minimum time taken for a case to be resolved after 'Declaration REJECTED by MISSING';The minimum of the duration between activity Declaration REJECTED by MISSING and the end of the case;0 days 00:00:00;;A
Time taken from 'Declaration REJECTED by MISSING' to 'Request Payment' for cases that proceed;The average of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Request Payment';13 days 04:21:13.719298;;B
Average time for a case to be reopened after 'Declaration REJECTED by MISSING';The average of the duration between activity Declaration REJECTED by MISSING and the end of the case;10 days 23:41:38.793103;;B
Total time cases spend in 'Declaration REJECTED by MISSING' state before being approved or rejected permanently;The sum of the duration between activity Declaration REJECTED by MISSING and the end of the case;955 days 21:23:15;;B
Time difference analysis between 'Declaration REJECTED by MISSING' and 'Declaration REJECTED by PRE_APPROVER' to identify process bottlenecks;The average of the duration between activity 'Declaration REJECTED by MISSING' and activity 'Declaration REJECTED by PRE_APPROVER';7 days 03:43:27;;A
Cycle time for cases with 'Declaration REJECTED by MISSING' to understand process efficiency;The average of the duration between activity Declaration REJECTED by MISSING and the end of the case;10 days 23:41:38.793103;;B
Time until 'Declaration REJECTED by MISSING' from the start of the case to identify early or late rejections in the process flow;The average of the duration between the start of the case and activity 'Declaration REJECTED by MISSING';16 days 23:23:36.954023;;A
