Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Frequency of \Declaration APPROVED by PRE_APPROVER\ followed by \Declaration FINAL_APPROVED by SUPERVISOR\,Frequency of activity 'Declaration APPROVED by PRE_APPROVER' for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs,663,
Percentage of \Declaration APPROVED by PRE_APPROVER\ out of all approval activities,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Declaration APPROVED by PRE_APPROVER',1.0,
Number of \Declaration APPROVED by PRE_APPROVER\ that lead to \Request Payment\,Frequency of activity 'Declaration APPROVED by PRE_APPROVER' for cases where activity 'Request Payment' occurs,660,
Percentage of \Declaration APPROVED by PRE_APPROVER\ followed by \Payment Handled\,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Payment Handled',0.07,
Frequency of \Declaration APPROVED by PRE_APPROVER\ in variants leading to \Payment Handled\ within 2 months after submission,Frequency of activity 'Declaration APPROVED by PRE_APPROVER' for cases where activity 'Payment Handled' occurs,660,
Percentage of \Declaration APPROVED by PRE_APPROVER\ from all \Declaration SUBMITTED by EMPLOYEE\,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE',0.06,
Number of \Declaration APPROVED by PRE_APPROVER\ with amounts above 100 euros,Number of 'Declaration APPROVED by PRE_APPROVER' activities > 100 where ma is the last value of case:Amount,139,
Percentage of \Declaration APPROVED by PRE_APPROVER\ by \STAFF MEMBER\,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases,,
Number of \Declaration APPROVED by PRE_APPROVER\ grouped by \case:BudgetNumber\,Number of 'Declaration APPROVED by PRE_APPROVER' activities grouped by the last value of case:BudgetNumber,budget 86566:685,"{""budget 86566"":685}"
Percentage of \Declaration APPROVED by PRE_APPROVER\ by worker who are also \BUDGET OWNER\,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases,,
Percentage of \Declaration APPROVED by PRE_APPROVER\ followed by any rejection activity,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Declaration REJECTED by EMPLOYEE',0.07,
Number of \Declaration APPROVED by PRE_APPROVER\ made per year,"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by PRE_APPROVER'"", 'aggregation': 'total', 'group_by': 'year'}",,
Percentage of \Declaration APPROVED by PRE_APPROVER\ that are not dismissed in the process flow,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases where 'Dismissed' does not happen,0.06,
Number of \Declaration APPROVED by PRE_APPROVER\ in relation to \Declaration REJECTED by PRE_APPROVER\,Frequency of activity 'Declaration APPROVED by PRE_APPROVER' for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs,67,
Percentage of \Declaration APPROVED by PRE_APPROVER\ in the entire event log,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases,0.06,
Frequency of \Declaration APPROVED by PRE_APPROVER\ in successful claim processes,Frequency of activity 'Declaration APPROVED by PRE_APPROVER',666,
Percentage of \Declaration APPROVED by PRE_APPROVER\ done after \Declaration SUBMITTED by EMPLOYEE\,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE',0.06,
Average number of \Declaration APPROVED by PRE_APPROVER\ in a month,"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by PRE_APPROVER'"", 'aggregation': 'average', 'group_by': 'month'}",,
Percentage of \Declaration APPROVED by PRE_APPROVER\ leading to an increment in claim amount,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases,0.06,
Percentage of \Declaration APPROVED by PRE_APPROVER\ with appeal in the process flow,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases,0.06,
Average number of \Declaration APPROVED by PRE_APPROVER\ that are followed by \Request Payment\,the average of the number of times `ACTIVITY` == 'Declaration APPROVED by PRE_APPROVER' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Request Payment',0.07,
Percentage of \Declaration APPROVED by PRE_APPROVER\ with penalty in the process flow,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all cases,0.06,
Total \Declaration APPROVED by PRE_APPROVER\ done by \SYSTEM\,Number of 'Declaration APPROVED by PRE_APPROVER' activities == 'SYSTEM' where ma is the last value of org:resource,679,
Fraction of \Declaration APPROVED by PRE_APPROVER\ that are dismissed in the process flow,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Dismissed',,
Total \Declaration APPROVED by PRE_APPROVER\ performed by \STAFF MEMBER\,Number of 'Declaration APPROVED by PRE_APPROVER' activities == 'STAFF MEMBER' where ma is the last value of org:role,,
Ratio of \Declaration APPROVED by PRE_APPROVER\ over \Declaration SUBMITTED by EMPLOYEE\,Percentage of 'Declaration APPROVED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE',0.06,
Occasions how often the \Declaration APPROVED by PRE_APPROVER\ is performed in successful versus unsuccessful claim processes,Frequency of activity 'Declaration APPROVED by PRE_APPROVER',666,
