Name;Metric;Value;Agrupation
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2.90 days;
Total time spent in Declaration REJECTED by PRE_APPROVER across all cases;The sum of the duration between activity Declaration REJECTED by PRE_APPROVER and the end of the case;1572.82 days;
Minimum time between Declaration APPROVED by PRE_APPROVER and Declaration REJECTED by PRE_APPROVER in rework loops;The minimum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;
Average cycle time of Declaration REJECTED by PRE_APPROVER when followed by Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration REJECTED by EMPLOYEE';2.11 days;
Total elapsed time from Declaration REJECTED by PRE_APPROVER to the subsequent Declaration SUBMITTED by EMPLOYEE;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SUBMITTED by EMPLOYEE';747.94 days;
Average time from Declaration REJECTED by PRE_APPROVER to Declaration APPROVED by PRE_APPROVER in successful re-submission paths;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration APPROVED by PRE_APPROVER';4.51 days;
Minimum time for Declaration REJECTED by PRE_APPROVER to occur after case start in variants involving pre-approval;The minimum of the duration between activity Declaration REJECTED by PRE_APPROVER and the end of the case;3.98 minutes;
Total resolution time of Declaration REJECTED by PRE_APPROVER in cases that eventually reach Payment Handled;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Payment Handled';1524.93 days;
Average waiting time between Declaration SUBMITTED by EMPLOYEE and Declaration REJECTED by PRE_APPROVER in variants where pre-approval is required;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2.90 days;
Time from Declaration REJECTED by PRE_APPROVER to Request Payment in successful end-to-end variants;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Request Payment';17.33 days;
Average time it takes Declaration REJECTED by PRE_APPROVER to be followed by a new Declaration SUBMITTED by EMPLOYEE compared to the time it takes Declaration REJECTED by ADMINISTRATION to be followed by a new Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SUBMITTED by EMPLOYEE';10.25 days;
Total time between Declaration REJECTED by PRE_APPROVER and Declaration FINAL_APPROVED by SUPERVISOR in rework-containing variants;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';841.84 days;
Minimum cycle time of Declaration REJECTED by PRE_APPROVER versus Declaration REJECTED by SUPERVISOR in comparable rejection-rework patterns;The minimum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration REJECTED by SUPERVISOR';;
Average duration of the entire variant segment starting at Declaration REJECTED by PRE_APPROVER and ending at Payment Handled, compared to segments starting at Declaration REJECTED by ADMINISTRATION;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Payment Handled';21.18 days;
Time from case start until Declaration REJECTED by PRE_APPROVER in domestic declaration reimbursement cases versus pre-paid travel cost cases;The average of the duration between activity Declaration REJECTED by PRE_APPROVER and the end of the case;19.42 days;
