Name;Metric;Value;Agrupation
Average time for Declaration FOR_APPROVAL by ADMINISTRATION;The average of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration FOR_APPROVAL by ADMINISTRATION;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20.50 days;
Average time between Declaration FOR_APPROVAL by ADMINISTRATION and Declaration APPROVED by ADMINISTRATION;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';1.02 days;
Average time until Declaration FOR_APPROVAL by ADMINISTRATION is performed;The average of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Average waiting time to the Declaration FOR_APPROVAL by ADMINISTRATION;The average of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Total time for Declaration FOR_APPROVAL by ADMINISTRATION;The sum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Total time from Declaration SUBMITTED by EMPLOYEE to Declaration FOR_APPROVAL by ADMINISTRATION;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20.50 days;
Total time between Declaration FOR_APPROVAL by ADMINISTRATION and Declaration APPROVED by ADMINISTRATION;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';1.02 days;
Total time until Declaration FOR_APPROVAL by ADMINISTRATION is performed;The sum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Total waiting time to the Declaration FOR_APPROVAL by ADMINISTRATION;The sum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Minimum time for Declaration FOR_APPROVAL by ADMINISTRATION;The minimum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Minimum time from Declaration SUBMITTED by EMPLOYEE to Declaration FOR_APPROVAL by ADMINISTRATION;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20.50 days;
Minimum time between Declaration FOR_APPROVAL by ADMINISTRATION and Declaration APPROVED by ADMINISTRATION;The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';1.02 days;
Minimum time until Declaration FOR_APPROVAL by ADMINISTRATION is performed;The minimum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Minimum waiting time to the Declaration FOR_APPROVAL by ADMINISTRATION;The minimum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Time of Declaration FOR_APPROVAL by ADMINISTRATION;The average of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Declaration FOR_APPROVAL by ADMINISTRATION Cycle Time;The average of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13.31 days;
Average time difference between Declaration FOR_APPROVAL by ADMINISTRATION and Declaration FOR_APPROVAL by PRE_APPROVER;The average of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';;
Average time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration REJECTED by BUDGET OWNER;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration REJECTED by BUDGET OWNER';;
