Name;Metric;Value;Agrupation
Total time until Reviewer Invitation Reminder 1 is performed after SW-AE Assign Reviewers;The sum of the duration between activity 'SW-AE Assign Reviewers' and activity 'Reviewer Invitation Reminder 1';2743.88 days;
Total time for Reviewer Invitation Reminder 1;The sum of the duration between activity Reviewer Invitation Reminder 1 and the end of the case;7212.70 days;
Total time since the Reviewer Invitation Reminder 1 and Reviewer Invitation Reminder 2 are performed;The sum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'Reviewer Invitation Reminder 2';1451.85 days;
Total waiting time to the Reviewer Invitation Reminder 1 after SW-Reviewer Selection is now due;The sum of the duration between activity 'SW-Reviewer Selection is now due' and activity 'Reviewer Invitation Reminder 1';934.08 days;
Total time it takes Reviewer Invitation Reminder 1 after the execution of SW-Reviewer Selection is due in 3 days;The sum of the duration between activity 'SW-Reviewer Selection is due in 3 days' and activity 'Reviewer Invitation Reminder 1';1277.51 days;
Total time it takes the Reviewer Invitation Reminder 1 to be done after SW-Reviewer Selection is 3 days late;The sum of the duration between activity 'SW-Reviewer Selection is 3 days late' and activity 'Reviewer Invitation Reminder 1';974.54 days;
Total resolution time of Reviewer Invitation Reminder 1;The sum of the duration between activity Reviewer Invitation Reminder 1 and the end of the case;7212.70 days;
Minimum time between Reviewer Invitation Reminder 1 and SW-Reviewer Agreed;The minimum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Agreed';10.03 minutes;
Minimum time until Reviewer Invitation Reminder 1 is performed after SW-AE Assign Reviewers;The minimum of the duration between activity 'SW-AE Assign Reviewers' and activity 'Reviewer Invitation Reminder 1';2.26 days;
Minimum time for Reviewer Invitation Reminder 1;The minimum of the duration between activity Reviewer Invitation Reminder 1 and the end of the case;34.96 days;
Minimum time since the Reviewer Invitation Reminder 1 and Reviewer Invitation Reminder 2 are performed;The minimum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'Reviewer Invitation Reminder 2';14.42 hours;
Minimum waiting time to the Reviewer Invitation Reminder 1 after SW-Reviewer Selection is now due;The minimum of the duration between activity 'SW-Reviewer Selection is now due' and activity 'Reviewer Invitation Reminder 1';2.99 days;
Minimum time it takes Reviewer Invitation Reminder 1 after the execution of SW-Reviewer Selection is due in 3 days;The minimum of the duration between activity 'SW-Reviewer Selection is due in 3 days' and activity 'Reviewer Invitation Reminder 1';1.89 days;
Minimum time it takes the Reviewer Invitation Reminder 1 to be done after SW-Reviewer Selection is 3 days late;The minimum of the duration between activity 'SW-Reviewer Selection is 3 days late' and activity 'Reviewer Invitation Reminder 1';2.90 days;
Minimum resolution time of Reviewer Invitation Reminder 1;The minimum of the duration between activity Reviewer Invitation Reminder 1 and the end of the case;34.96 days;
Minimum time from Reviewer Invitation Reminder 1 to SW-Reviewer Declined;The minimum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Declined';3.85 minutes;
The time between the Reviewer Invitation Reminder 1 and the SW-Reviewer Agreed;The average of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Agreed';13.34 days;
Elapsed time between Reviewer Invitation Reminder 1 and Reviewer Invitation Reminder 2;The average of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'Reviewer Invitation Reminder 2';35.41 days;
